year,male,female,total
2019,21588,21694,43282
2020,21578,21728,43306
2021,21567,21759,43326
2022,21552,21789,43341
2023,21527,21817,43344
2024,21490,21838,43328
2025,21463,21867,43330
2026,21419,21883,43302
2027,21360,21892,43252
2028,21289,21885,43174
2029,21204,21867,43071
2030,21104,21838,42942
2031,20985,21792,42777
2032,20846,21731,42577
2033,20694,21654,42348
2034,20528,21561,42089
2035,20369,21479,41848
2036,20193,21380,41573
2037,20006,21269,41275
2038,19805,21141,40946
2039,19595,21000,40595
2040,19370,20842,40212
2041,19138,20673,39811
2042,18898,20489,39387
2043,18652,20296,38948
2044,18396,20091,38487
2045,18158,19901,38059
2046,17920,19701,37621
2047,17677,19493,37170
2048,17436,19275,36711
2049,17191,19050,36241
2050,16942,18813,35755
2051,16695,18569,35264
2052,16447,18315,34762
2053,16201,18061,34262
2054,15953,17799,33752
2055,15729,17559,33288
2056,15497,17313,32810
2057,15275,17066,32341
2058,15046,16816,31862
2059,14819,16564,31383
2060,14595,16310,30905
2061,14369,16060,30429
2062,14142,15805,29947
2063,13921,15546,29467
2064,13695,15289,28984
2065,13480,15051,28531
