year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,41,27,30,29,30,33,34,19,25,22,14,17,13,20,13,10,12,6,13,10,2,8,8,5,5,6,5,4,5,1,2,0,1,3,1,3,1,0,0,0,0,0,0,0,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,21,11,10,9,4,10,5,5,6,7,8,5,8,4,5,7,4,5,5,6,1,1,1,4,1,0,1,1,1,0,0
2020,19,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,41,27,30,29,30,33,34,19,25,22,14,17,13,20,13,10,12,6,12,10,2,8,8,5,5,6,5,4,5,1,2,0,1,3,1,3,1,0,0,0,0,0,0,17,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,21,11,10,9,4,10,5,5,6,7,8,5,8,4,5,7,4,5,5,5,1,1,1,3,1,0,1,1,1,0
2021,19,19,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,41,27,30,29,30,33,34,19,25,22,14,17,13,19,13,10,12,6,11,10,2,8,8,5,5,6,5,4,4,1,2,0,1,3,1,2,1,0,0,0,0,0,18,17,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,21,11,10,9,4,10,5,5,6,7,8,5,8,4,5,6,4,5,4,4,1,1,1,2,1,0,1,1,0
2022,19,19,19,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,41,27,30,29,30,33,33,19,25,22,14,17,13,18,13,10,12,6,10,9,2,8,7,5,5,5,5,4,4,1,2,0,1,3,1,2,1,0,0,0,0,18,18,17,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,21,11,10,9,4,10,5,5,6,7,8,5,8,4,5,5,4,4,4,3,1,1,1,2,1,0,1,0
2023,18,19,19,19,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,41,27,30,29,30,32,32,19,25,22,14,17,13,17,13,10,11,6,9,8,2,7,6,5,5,5,4,4,4,1,2,0,1,2,1,2,1,0,0,0,17,18,18,17,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,21,11,10,9,4,10,5,5,6,7,8,5,7,4,5,5,4,4,3,3,1,1,1,2,1,0,0
2024,18,18,19,19,19,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,41,27,30,29,30,31,31,19,24,21,14,17,13,16,12,10,10,6,8,8,2,6,6,5,5,4,4,4,3,1,2,0,1,2,1,2,1,0,0,16,17,18,18,17,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,21,11,10,9,4,10,5,5,6,7,8,5,6,4,5,4,4,3,3,3,1,1,1,1,1,0
2025,18,18,18,19,19,19,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,41,27,30,29,30,30,30,19,23,20,14,16,13,15,12,10,10,6,8,7,2,6,6,5,5,4,4,3,3,1,2,0,1,2,1,2,1,0,16,16,17,18,18,17,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,21,11,10,9,4,10,5,5,6,7,7,5,6,4,4,4,3,3,3,2,1,1,1,1,0
2026,17,18,18,18,19,19,19,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,41,27,30,29,29,29,29,19,22,19,14,15,13,14,11,10,9,6,7,7,2,6,5,5,4,4,3,3,3,1,2,0,1,2,1,1,0,15,16,16,17,18,18,17,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,21,11,10,9,4,10,5,5,6,7,6,5,5,4,4,3,3,3,2,2,1,1,1,0
2027,17,17,18,18,18,19,19,19,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,40,27,30,29,28,28,28,19,21,18,14,14,12,13,10,9,8,6,7,6,2,5,5,4,4,3,3,3,3,1,2,0,1,2,1,0,16,15,16,16,17,18,18,17,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,20,11,10,9,4,10,5,5,6,6,6,5,4,4,3,3,3,2,2,2,1,1,0
2028,16,17,17,18,18,18,19,19,19,21,28,23,19,16,16,11,10,8,10,11,11,14,10,13,15,12,13,21,26,26,27,30,28,30,41,43,36,40,44,49,45,33,35,33,42,48,40,40,39,46,47,38,32,42,48,38,37,37,37,40,35,33,28,28,25,30,39,27,29,28,27,27,27,18,20,17,13,13,11,12,9,8,7,6,6,6,2,5,4,4,3,3,3,3,2,1,2,0,1,1,0,15,16,15,16,16,17,18,18,17,14,25,18,23,16,18,11,13,11,11,11,8,10,14,8,9,14,15,21,40,25,25,39,40,30,35,41,32,43,34,24,40,37,41,23,33,37,36,28,38,38,34,36,42,31,36,33,34,30,30,28,25,28,22,24,24,22,23,32,31,28,16,17,19,15,16,14,17,14,17,19,11,10,9,4,9,5,5,6,6,5,4,4,3,3,3,2,2,2,2,1,0
