year,male,female,total
2019,14905,13627,28532
2020,14864,13616,28480
2021,14820,13599,28419
2022,14770,13576,28346
2023,14713,13546,28259
2024,14651,13515,28166
2025,14595,13489,28084
2026,14531,13462,27993
2027,14466,13429,27895
2028,14389,13388,27777
2029,14311,13346,27657
2030,14222,13294,27516
2031,14123,13233,27356
2032,14016,13173,27189
2033,13904,13103,27007
2034,13788,13026,26814
2035,13678,12960,26638
2036,13556,12887,26443
2037,13431,12807,26238
2038,13298,12721,26019
2039,13162,12632,25794
2040,13021,12533,25554
2041,12876,12428,25304
2042,12727,12324,25051
2043,12576,12215,24791
2044,12422,12106,24528
2045,12277,12007,24284
2046,12130,11894,24024
2047,11979,11785,23764
2048,11826,11672,23498
2049,11673,11552,23225
2050,11517,11431,22948
2051,11360,11300,22660
2052,11206,11173,22379
2053,11049,11049,22098
2054,10893,10913,21806
2055,10749,10790,21539
2056,10601,10665,21266
2057,10450,10544,20994
2058,10303,10418,20721
2059,10150,10289,20439
2060,9995,10156,20151
2061,9841,10020,19861
2062,9689,9889,19578
2063,9535,9750,19285
2064,9379,9613,18992
2065,9227,9483,18710
