year,age_range,male,female,total
2019,0-4,68931,63693,132624
2019,5-9,70612,65665,136277
2019,10-14,68979,63632,132611
2019,15-19,83715,77788,161503
2019,20-24,100860,93840,194700
2019,25-29,104376,98574,202950
2019,30-34,102188,100844,203032
2019,35-39,119865,124877,244742
2019,40-44,114477,121716,236193
2019,45-49,99776,110591,210367
2019,50-54,101683,111767,213450
2019,55-59,98770,108361,207131
2019,60-64,85635,94541,180176
2019,65-69,68477,76521,144998
2019,70-74,37113,42492,79605
2019,75-79,25948,33025,58973
2019,80-84,16471,23085,39556
2019,85-89,9771,12605,22376
2019,90-94,4718,5047,9765
2019,95-99,958,1132,2090
2019,100+,114,164,278
2020,0-4,64463,59650,124113
2020,5-9,74296,69312,143608
2020,10-14,66888,61510,128398
2020,15-19,78120,72489,150609
2020,20-24,99649,92364,192013
2020,25-29,103884,97701,201585
2020,30-34,101728,99075,200803
2020,35-39,116910,121391,238301
2020,40-44,118483,125396,243879
2020,45-49,98681,109430,208111
2020,50-54,101314,111929,213243
2020,55-59,99258,109678,208936
2020,60-64,86997,96488,183485
2020,65-69,72594,81599,154193
2020,70-74,42020,48086,90106
2020,75-79,25451,32385,57836
2020,80-84,17363,24309,41672
2020,85-89,9555,13419,22974
2020,90-94,4997,5528,10525
2020,95-99,1107,1274,2381
2020,100+,0,0,0
2021,0-4,59981,55502,115483
2021,5-9,76342,71091,147433
2021,10-14,66149,61157,127306
2021,15-19,74377,68769,143146
2021,20-24,96009,88910,184919
2021,25-29,104615,98307,202922
2021,30-34,102591,98704,201295
2021,35-39,111152,114906,226058
2021,40-44,120254,126488,246742
2021,45-49,101221,111650,212871
2021,50-54,100557,112009,212566
2021,55-59,99488,110509,209997
2021,60-64,88438,98360,186798
2021,65-69,74631,84293,158924
2021,70-74,48505,55690,104195
2021,75-79,25192,32190,57382
2021,80-84,18103,25467,43570
2021,85-89,9552,14224,23776
2021,90-94,5066,5925,10991
2021,95-99,1269,1378,2647
2021,100+,0,0,0
2022,0-4,56042,52219,108261
2022,5-9,74852,69278,144130
2022,10-14,68242,63043,131285
2022,15-19,71853,66388,138241
2022,20-24,90597,84414,175011
2022,25-29,105424,98652,204076
2022,30-34,103615,98820,202435
2022,35-39,106434,108600,215034
2022,40-44,121381,127732,249113
2022,45-49,104195,113803,217998
2022,50-54,99765,111740,211505
2022,55-59,98300,110316,208616
2022,60-64,91158,101605,192763
2022,65-69,76078,86360,162438
2022,70-74,53541,61941,115482
