year,age_range,male,female,total
2019,0-4,242,213,455
2019,5-9,193,153,346
2019,10-14,212,199,411
2019,15-19,257,280,537
2019,20-24,370,347,717
2019,25-29,400,326,726
2019,30-34,315,301,616
2019,35-39,407,319,726
2019,40-44,436,318,754
2019,45-49,495,342,837
2019,50-54,562,436,998
2019,55-59,549,459,1008
2019,60-64,497,407,904
2019,65-69,372,347,719
2019,70-74,180,201,381
2019,75-79,162,183,345
2019,80-84,112,118,230
2019,85-89,57,69,126
2019,90-94,43,31,74
2019,95-99,9,2,11
2019,100+,0,2,2
2020,0-4,228,208,436
2020,5-9,203,162,365
2020,10-14,202,177,379
2020,15-19,240,263,503
2020,20-24,360,338,698
2020,25-29,401,341,742
2020,30-34,321,301,622
2020,35-39,406,322,728
2020,40-44,429,309,738
2020,45-49,458,333,791
2020,50-54,547,420,967
2020,55-59,569,447,1016
2020,60-64,491,447,938
2020,65-69,411,352,763
2020,70-74,205,223,428
2020,75-79,153,164,317
2020,80-84,110,132,242
2020,85-89,59,79,138
2020,90-94,42,30,72
2020,95-99,10,5,15
2020,100+,0,0,0
2021,0-4,201,198,399
2021,5-9,224,177,401
2021,10-14,204,174,378
2021,15-19,224,237,461
2021,20-24,320,312,632
2021,25-29,427,356,783
2021,30-34,335,314,649
2021,35-39,380,319,699
2021,40-44,424,305,729
2021,45-49,444,340,784
2021,50-54,535,405,940
2021,55-59,575,432,1007
2021,60-64,481,443,924
2021,65-69,434,375,809
2021,70-74,243,246,489
2021,75-79,133,167,300
2021,80-84,123,132,255
2021,85-89,62,83,145
2021,90-94,39,32,71
2021,95-99,12,6,18
2021,100+,0,0,0
2022,0-4,204,182,386
2022,5-9,226,194,420
2022,10-14,189,174,363
2022,15-19,224,217,441
2022,20-24,296,289,585
2022,25-29,415,363,778
2022,30-34,357,307,664
2022,35-39,365,327,692
2022,40-44,406,311,717
2022,45-49,429,336,765
2022,50-54,530,390,920
2022,55-59,557,423,980
2022,60-64,508,449,957
2022,65-69,447,378,825
2022,70-74,275,283,558
2022,75-79,122,159,281
2022,80-84,134,143,277
2022,85-89,62,82,144
2022,90-94,39,32,71
2022,95-99,11,12,23
2022,100+,0,0,0
2023,0-4,201,176,377
2023,5-9,229,204,433
2023,10-14,181,154,335
2023,15-19,226,213,439
2023,20-24,273,279,552
2023,25-29,394,377,771
2023,30-34,373,299,672
2023,35-39,338,317,655
2023,40-44,419,313,732
2023,45-49,422,337,759
2023,50-54,516,347,863
2023,55-59,524,449,973
2023,60-64,538,451,989
2023,65-69,453,382,835
2023,70-74,300,297,597
2023,75-79,140,176,316
2023,80-84,125,147,272
2023,85-89,66,80,146
2023,90-94,37,36,73
2023,95-99,13,12,25
2023,100+,0,0,0
2024,0-4,184,171,355
2024,5-9,242,213,455
2024,10-14,193,153,346
2024,15-19,212,199,411
2024,20-24,257,280,537
2024,25-29,370,347,717
2024,30-34,400,326,726
2024,35-39,315,301,616
2024,40-44,407,319,726
2024,45-49,436,318,754
2024,50-54,478,342,820
2024,55-59,537,436,973
2024,60-64,524,456,980
2024,65-69,466,392,858
2024,70-74,332,322,654
2024,75-79,153,176,329
2024,80-84,121,153,274
2024,85-89,69,86,155
2024,90-94,31,41,72
2024,95-99,16,10,26
2024,100+,0,0,0
2025,0-4,187,173,360
2025,5-9,228,208,436
2025,10-14,203,162,365
2025,15-19,202,177,379
2025,20-24,240,263,503
2025,25-29,360,338,698
2025,30-34,401,341,742
2025,35-39,321,301,622
2025,40-44,406,322,728
2025,45-49,429,309,738
2025,50-54,445,333,778
2025,55-59,522,420,942
2025,60-64,544,447,991
2025,65-69,462,428,890
2025,70-74,365,328,693
2025,75-79,174,198,372
2025,80-84,116,138,254
2025,85-89,70,98,168
2025,90-94,31,47,78
2025,95-99,17,10,27
2025,100+,0,0,0
2026,0-4,189,176,365
2026,5-9,201,198,399
2026,10-14,224,177,401
2026,15-19,204,174,378
2026,20-24,224,237,461
2026,25-29,320,312,632
2026,30-34,427,356,783
2026,35-39,335,314,649
2026,40-44,380,319,699
2026,45-49,424,305,729
2026,50-54,435,340,775
2026,55-59,510,405,915
2026,60-64,550,432,982
2026,65-69,453,425,878
2026,70-74,385,350,735
2026,75-79,204,221,425
2026,80-84,103,139,242
2026,85-89,81,97,178
2026,90-94,32,51,83
2026,95-99,15,12,27
2026,100+,0,0,0
