year,age_range,male,female,total
2019,0-4,630,563,1193
2019,5-9,436,446,882
2019,10-14,560,466,1026
2019,15-19,922,892,1814
2019,20-24,1123,1039,2162
2019,25-29,1068,991,2059
2019,30-34,1058,931,1989
2019,35-39,1290,1172,2462
2019,40-44,1437,1147,2584
2019,45-49,1421,1113,2534
2019,50-54,1610,1007,2617
2019,55-59,1444,1010,2454
2019,60-64,1208,960,2168
2019,65-69,960,889,1849
2019,70-74,671,815,1486
2019,75-79,708,751,1459
2019,80-84,535,714,1249
2019,85-89,302,464,766
2019,90-94,98,220,318
2019,95-99,18,66,84
2019,100+,3,7,10
2020,0-4,647,576,1223
2020,5-9,452,456,908
2020,10-14,502,425,927
2020,15-19,816,813,1629
2020,20-24,1149,1016,2165
2020,25-29,1088,1046,2134
2020,30-34,1003,895,1898
2020,35-39,1265,1126,2391
2020,40-44,1425,1208,2633
2020,45-49,1409,1085,2494
2020,50-54,1581,1070,2651
2020,55-59,1481,947,2428
2020,60-64,1260,980,2240
2020,65-69,990,932,1922
2020,70-74,668,798,1466
2020,75-79,682,730,1412
2020,80-84,551,715,1266
2020,85-89,300,467,767
2020,90-94,112,225,337
2020,95-99,20,74,94
2020,100+,0,0,0
2021,0-4,654,569,1223
2021,5-9,485,494,979
2021,10-14,444,406,850
2021,15-19,749,744,1493
2021,20-24,1131,986,2117
2021,25-29,1113,1042,2155
2021,30-34,1020,904,1924
2021,35-39,1182,1067,2249
2021,40-44,1383,1213,2596
2021,45-49,1418,1127,2545
2021,50-54,1537,1066,2603
2021,55-59,1503,963,2466
2021,60-64,1290,951,2241
2021,65-69,1006,966,1972
2021,70-74,751,821,1572
2021,75-79,619,727,1346
2021,80-84,563,660,1223
2021,85-89,318,495,813
2021,90-94,115,237,352
2021,95-99,24,78,102
2021,100+,0,0,0
2022,0-4,657,600,1257
2022,5-9,511,493,1004
2022,10-14,444,420,864
2022,15-19,687,645,1332
2022,20-24,1034,930,1964
2022,25-29,1163,1081,2244
2022,30-34,1019,927,1946
2022,35-39,1144,1015,2159
2022,40-44,1353,1200,2553
2022,45-49,1413,1147,2560
2022,50-54,1512,1077,2589
2022,55-59,1480,967,2447
2022,60-64,1356,961,2317
2022,65-69,998,940,1938
2022,70-74,798,850,1648
2022,75-79,608,718,1326
2022,80-84,530,644,1174
2022,85-89,348,507,855
2022,90-94,124,244,368
2022,95-99,30,83,113
2022,100+,0,0,0
2023,0-4,636,585,1221
2023,5-9,580,537,1117
2023,10-14,437,441,878
2023,15-19,613,546,1159
2023,20-24,997,882,1879
2023,25-29,1176,1075,2251
2023,30-34,1005,968,1973
2023,35-39,1096,956,2052
2023,40-44,1316,1217,2533
2023,45-49,1400,1116,2516
2023,50-54,1460,1102,2562
2023,55-59,1531,977,2508
2023,60-64,1342,968,2310
2023,65-69,1050,925,1975
2023,70-74,851,891,1742
2023,75-79,572,703,1275
2023,80-84,535,631,1166
2023,85-89,346,527,873
2023,90-94,135,252,387
2023,95-99,34,80,114
2023,100+,0,0,0
2024,0-4,628,582,1210
2024,5-9,630,563,1193
2024,10-14,436,446,882
2024,15-19,560,466,1026
2024,20-24,922,892,1814
2024,25-29,1123,1039,2162
2024,30-34,1068,991,2059
2024,35-39,1056,931,1987
2024,40-44,1271,1172,2443
2024,45-49,1412,1147,2559
2024,50-54,1381,1107,2488
2024,55-59,1553,986,2539
2024,60-64,1372,985,2357
2024,65-69,1126,930,2056
2024,70-74,858,839,1697
2024,75-79,560,738,1298
2024,80-84,528,627,1155
2024,85-89,341,518,859
2024,90-94,153,263,416
2024,95-99,34,81,115
2024,100+,0,0,0
2025,0-4,641,594,1235
2025,5-9,647,576,1223
2025,10-14,452,456,908
2025,15-19,502,425,927
2025,20-24,816,813,1629
2025,25-29,1149,1016,2165
2025,30-34,1088,1046,2134
2025,35-39,1003,895,1898
2025,40-44,1245,1126,2371
2025,45-49,1399,1208,2607
2025,50-54,1370,1080,2450
2025,55-59,1524,1047,2571
2025,60-64,1408,923,2331
2025,65-69,1176,951,2127
2025,70-74,884,880,1764
2025,75-79,560,722,1282
2025,80-84,511,612,1123
2025,85-89,350,520,870
2025,90-94,151,267,418
2025,95-99,40,84,124
2025,100+,0,0,0
2026,0-4,648,602,1250
2026,5-9,654,569,1223
2026,10-14,485,494,979
2026,15-19,444,406,850
2026,20-24,749,744,1493
