year,male,female,total
2019,2202,1919,4121
2020,2217,1934,4151
2021,2232,1949,4181
2022,2247,1962,4209
2023,2261,1976,4237
2024,2275,1989,4264
2025,2287,2001,4288
2026,2299,2012,4311
2027,2307,2024,4331
2028,2311,2035,4346
2029,2311,2044,4355
2030,2313,2053,4366
2031,2313,2060,4373
2032,2310,2066,4376
2033,2307,2070,4377
2034,2305,2074,4379
2035,2306,2084,4390
2036,2302,2085,4387
2037,2298,2086,4384
2038,2291,2085,4376
2039,2279,2081,4360
2040,2267,2077,4344
2041,2254,2069,4323
2042,2242,2060,4302
2043,2225,2051,4276
2044,2209,2042,4251
2045,2195,2036,4231
2046,2180,2027,4207
2047,2164,2017,4181
2048,2150,2006,4156
2049,2132,1996,4128
2050,2113,1983,4096
2051,2095,1970,4065
2052,2073,1957,4030
2053,2052,1944,3996
2054,2032,1930,3962
2055,2013,1917,3930
2056,1991,1902,3893
2057,1969,1886,3855
2058,1946,1869,3815
2059,1921,1852,3773
2060,1896,1835,3731
2061,1869,1817,3686
2062,1842,1797,3639
2063,1817,1779,3596
2064,1794,1761,3555
2065,1772,1745,3517
