year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,49,43,49,48,37,42,47,42,46,40,43,33,36,27,30,26,14,17,15,8,7,5,11,8,8,8,4,1,7,4,3,4,3,3,2,4,1,1,1,3,1,1,0,0,0,0,1,0,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,48,34,37,40,27,32,30,16,18,17,14,9,6,13,7,12,13,12,6,5,9,9,13,4,4,6,6,2,1,0,0,0,1,1,1,0,0,1,0
2020,20,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,49,43,49,48,37,42,47,42,45,40,42,33,35,27,29,25,14,17,15,8,7,5,11,8,8,8,4,1,7,4,3,4,3,3,2,4,1,1,1,3,1,1,0,0,0,0,0,18,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,48,34,37,40,27,32,30,16,18,17,14,9,6,13,7,12,13,12,6,5,9,9,12,4,4,5,5,2,1,0,0,0,1,1,1,0,0,0
2021,20,20,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,49,43,49,48,37,42,47,42,44,39,41,32,34,27,28,24,14,17,15,8,7,5,11,8,8,8,4,1,6,4,3,4,3,3,2,3,1,1,1,2,1,1,0,0,0,0,19,18,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,48,34,37,40,27,32,30,16,18,17,14,9,6,13,7,12,13,12,6,5,9,8,11,4,4,5,4,2,1,0,0,0,1,1,1,0,0
2022,20,20,20,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,49,43,49,48,37,42,46,41,43,38,40,31,33,26,27,23,14,17,15,8,7,5,10,8,8,8,4,1,6,4,3,4,3,3,2,3,1,1,1,2,1,1,0,0,0,19,19,18,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,48,34,37,40,27,32,30,16,18,17,14,9,6,13,7,12,12,11,6,5,8,7,10,4,4,4,4,2,1,0,0,0,1,1,1,0
2023,21,20,20,20,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,49,43,49,48,37,42,45,40,42,37,39,30,32,25,26,22,14,16,14,8,7,5,9,8,8,7,4,1,5,4,3,4,3,3,2,3,1,1,1,2,1,1,0,0,20,19,19,18,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,48,34,37,40,27,32,30,16,18,17,14,9,6,13,7,12,11,10,6,5,7,6,9,4,4,4,3,2,1,0,0,0,1,1,0
2024,20,21,20,20,20,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,49,43,49,47,37,41,44,39,41,36,38,29,31,24,25,21,14,15,13,8,7,5,8,8,7,6,4,1,5,4,3,4,3,3,2,3,1,1,1,2,1,1,0,19,20,19,19,18,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,48,34,37,40,27,32,30,16,18,17,14,9,6,13,7,11,10,9,6,5,6,5,8,4,4,3,3,2,1,0,0,0,1,0
2025,20,20,21,20,20,20,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,49,43,49,47,37,41,43,38,40,35,37,28,30,23,24,20,14,14,12,8,7,5,8,7,7,6,4,1,5,4,3,3,3,3,2,2,1,1,1,2,1,0,18,19,20,19,19,18,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,48,34,37,40,27,32,30,16,18,17,14,9,6,13,7,10,9,8,6,5,6,5,7,4,3,3,3,2,1,0,0,0,0
2026,19,20,20,21,20,20,20,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,49,43,48,46,37,40,42,37,39,34,36,27,29,22,23,19,13,13,11,8,7,5,7,7,6,6,4,1,4,4,3,3,3,3,2,2,1,1,1,1,0,18,18,19,20,19,19,18,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,48,34,37,39,27,31,29,16,18,17,14,9,6,12,7,9,8,7,6,5,5,4,6,3,3,3,2,2,1,0,0,0
2027,18,19,20,20,21,20,20,20,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,49,43,47,45,37,39,41,36,38,33,35,26,28,21,22,18,12,12,10,8,7,5,7,6,6,5,4,1,4,3,3,3,3,2,2,2,1,1,1,0,17,18,18,19,20,19,19,18,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,48,34,37,38,27,30,28,16,18,17,14,9,6,11,7,8,7,6,6,5,4,4,5,3,3,2,2,2,1,0,0
2028,19,18,19,20,20,21,20,20,20,21,23,34,25,22,17,16,21,14,18,17,10,16,24,26,23,25,27,36,32,26,32,44,47,38,50,44,38,49,36,33,27,45,34,35,33,41,39,41,41,42,42,39,56,35,32,37,44,35,47,36,33,32,48,43,46,44,36,38,40,35,37,32,34,25,27,20,21,17,11,11,9,8,7,5,6,6,5,5,4,1,3,3,3,3,2,2,2,2,1,1,0,17,17,18,18,19,20,19,19,18,16,21,28,24,25,27,17,13,14,17,16,23,14,18,17,16,27,24,38,26,30,36,31,40,31,34,43,37,40,37,45,28,33,34,43,37,36,29,24,35,34,29,30,40,37,39,38,28,25,36,33,41,41,39,44,44,41,30,48,36,42,34,47,34,36,37,27,29,27,16,17,16,13,9,6,10,7,7,6,6,5,4,4,3,4,3,2,2,2,2,1,0
