year,age_range,male,female,total
2019,0-4,438,422,860
2019,5-9,401,377,778
2019,10-14,410,389,799
2019,15-19,590,553,1143
2019,20-24,851,824,1675
2019,25-29,933,890,1823
2019,30-34,923,832,1755
2019,35-39,1019,972,1991
2019,40-44,931,884,1815
2019,45-49,800,829,1629
2019,50-54,1047,1020,2067
2019,55-59,1194,1012,2206
2019,60-64,959,871,1830
2019,65-69,709,633,1342
2019,70-74,382,430,812
2019,75-79,347,385,732
2019,80-84,275,413,688
2019,85-89,157,255,412
2019,90-94,40,108,148
2019,95-99,3,38,41
2019,100+,3,4,7
2020,0-4,444,414,858
2020,5-9,435,402,837
2020,10-14,374,372,746
2020,15-19,533,487,1020
2020,20-24,829,764,1593
2020,25-29,905,937,1842
2020,30-34,928,833,1761
2020,35-39,998,939,1937
2020,40-44,973,929,1902
2020,45-49,776,800,1576
2020,50-54,984,982,1966
2020,55-59,1193,1040,2233
2020,60-64,1009,897,1906
2020,65-69,766,684,1450
2020,70-74,417,457,874
2020,75-79,314,358,672
2020,80-84,273,396,669
2020,85-89,177,273,450
2020,90-94,47,121,168
2020,95-99,6,33,39
2020,100+,0,0,0
2021,0-4,438,405,843
2021,5-9,466,425,891
2021,10-14,363,359,722
2021,15-19,475,439,914
2021,20-24,767,725,1492
2021,25-29,923,916,1839
2021,30-34,939,860,1799
2021,35-39,960,914,1874
2021,40-44,980,950,1930
2021,45-49,806,798,1604
2021,50-54,946,943,1889
2021,55-59,1150,1027,2177
2021,60-64,1036,950,1986
2021,65-69,810,711,1521
2021,70-74,476,518,994
2021,75-79,305,341,646
2021,80-84,267,365,632
2021,85-89,178,292,470
2021,90-94,56,133,189
2021,95-99,6,31,37
2021,100+,0,0,0
2022,0-4,434,393,827
2022,5-9,460,451,911
2022,10-14,387,367,754
2022,15-19,425,410,835
2022,20-24,696,660,1356
2022,25-29,933,886,1819
2022,30-34,952,870,1822
2022,35-39,939,875,1814
2022,40-44,999,983,1982
2022,45-49,807,817,1624
2022,50-54,908,919,1827
2022,55-59,1128,994,2122
2022,60-64,1035,984,2019
2022,65-69,847,752,1599
2022,70-74,554,563,1117
2022,75-79,287,331,618
2022,80-84,268,355,623
2022,85-89,174,300,474
2022,90-94,66,139,205
2022,95-99,7,33,40
2022,100+,0,0,0
2023,0-4,437,403,840
2023,5-9,466,441,907
2023,10-14,386,376,762
2023,15-19,418,396,814
2023,20-24,635,591,1226
2023,25-29,889,863,1752
2023,30-34,957,888,1845
2023,35-39,907,846,1753
2023,40-44,1032,987,2019
2023,45-49,841,843,1684
2023,50-54,839,862,1701
2023,55-59,1077,995,2072
2023,60-64,1094,1002,2096
2023,65-69,862,787,1649
2023,70-74,587,598,1185
2023,75-79,316,349,665
2023,80-84,253,343,596
2023,85-89,179,307,486
2023,90-94,72,138,210
2023,95-99,12,37,49
2023,100+,0,0,0
2024,0-4,446,415,861
2024,5-9,438,422,860
2024,10-14,401,377,778
2024,15-19,410,389,799
2024,20-24,590,553,1143
2024,25-29,851,824,1675
2024,30-34,933,890,1823
2024,35-39,923,832,1755
2024,40-44,1006,972,1978
2024,45-49,906,884,1790
2024,50-54,775,829,1604
2024,55-59,1010,1000,2010
2024,60-64,1137,987,2124
2024,65-69,894,846,1740
2024,70-74,634,600,1234
2024,75-79,322,390,712
2024,80-84,259,320,579
2024,85-89,173,298,471
2024,90-94,80,147,227
2024,95-99,15,42,57
2024,100+,0,0,0
2025,0-4,434,404,838
2025,5-9,444,414,858
2025,10-14,435,402,837
2025,15-19,374,372,746
2025,20-24,533,487,1020
2025,25-29,829,764,1593
2025,30-34,905,937,1842
2025,35-39,928,833,1761
2025,40-44,987,939,1926
2025,45-49,948,929,1877
2025,50-54,751,800,1551
2025,55-59,949,965,1914
2025,60-64,1137,1015,2152
2025,65-69,940,872,1812
2025,70-74,686,649,1335
2025,75-79,352,415,767
2025,80-84,236,298,534
2025,85-89,176,287,463
2025,90-94,90,158,248
2025,95-99,19,48,67
2025,100+,0,0,0
2026,0-4,420,391,811
2026,5-9,438,405,843
2026,10-14,466,425,891
2026,15-19,363,359,722
2026,20-24,475,439,914
2026,25-29,767,725,1492
2026,30-34,923,916,1839
2026,35-39,939,860,1799
2026,40-44,951,914,1865
2026,45-49,955,950,1905
2026,50-54,781,798,1579
2026,55-59,912,928,1840
2026,60-64,1095,1002,2097
2026,65-69,965,924,1889
2026,70-74,727,675,1402
2026,75-79,400,471,871
2026,80-84,228,284,512
2026,85-89,173,265,438
2026,90-94,91,170,261
2026,95-99,21,53,74
2026,100+,0,0,0
2027,0-4,405,378,783
2027,5-9,434,393,827
2027,10-14,460,451,911
2027,15-19,387,367,754
2027,20-24,425,410,835
2027,25-29,696,660,1356
2027,30-34,933,886,1819
2027,35-39,952,870,1822
2027,40-44,931,875,1806
2027,45-49,974,983,1957
2027,50-54,782,817,1599
2027,55-59,876,907,1783
2027,60-64,1071,969,2040
2027,65-69,965,958,1923
2027,70-74,763,714,1477
2027,75-79,466,512,978
2027,80-84,217,276,493
2027,85-89,173,260,433
2027,90-94,90,172,262
2027,95-99,25,54,79
2027,100+,0,0,0
2028,0-4,390,364,754
2028,5-9,437,403,840
2028,10-14,466,441,907
2028,15-19,386,376,762
2028,20-24,418,396,814
2028,25-29,635,591,1226
2028,30-34,889,863,1752
2028,35-39,957,888,1845
2028,40-44,902,846,1748
2028,45-49,1007,987,1994
2028,50-54,816,843,1659
2028,55-59,811,853,1664
2028,60-64,1022,970,1992
2028,65-69,1021,975,1996
2028,70-74,776,748,1524
2028,75-79,496,545,1041
2028,80-84,238,295,533
2028,85-89,165,253,418
2028,90-94,92,175,267
2028,95-99,27,53,80
2028,100+,0,0,0
2029,0-4,376,351,727
2029,5-9,446,415,861
2029,10-14,438,422,860
2029,15-19,401,377,778
2029,20-24,410,389,799
2029,25-29,590,553,1143
2029,30-34,851,824,1675
2029,35-39,933,890,1823
2029,40-44,919,832,1751
2029,45-49,982,972,1954
2029,50-54,881,884,1765
2029,55-59,749,823,1572
2029,60-64,959,975,1934
2029,65-69,1063,959,2022
2029,70-74,806,804,1610
2029,75-79,536,547,1083
2029,80-84,245,332,577
2029,85-89,169,236,405
2029,90-94,89,171,260
2029,95-99,30,57,87
2029,100+,0,0,0
2030,0-4,360,337,697
2030,5-9,434,404,838
2030,10-14,444,414,858
2030,15-19,435,402,837
