year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,110,74,66,83,71,62,75,76,66,73,62,70,64,64,60,64,70,65,55,59,58,59,54,44,34,26,38,21,38,24,19,13,14,19,13,17,9,13,6,13,6,6,6,5,3,2,7,3,0,1,0,1,0,1,0,0,0,0,1,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,56,50,50,52,47,42,34,36,42,25,19,18,17,17,12,18,11,20,14,13,7,12,13,9,11,5,12,9,2,3,2,3,4,2,0,0,3,0,0,1,1
2020,37,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,110,74,66,83,71,62,75,76,66,73,62,70,64,63,59,63,69,64,54,58,57,58,53,43,33,26,37,21,37,23,18,13,14,18,12,16,9,12,6,12,6,6,5,5,3,2,6,3,0,1,0,1,0,1,0,0,0,0,34,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,56,50,50,52,47,42,34,36,42,25,19,18,17,17,12,18,11,19,14,13,7,11,12,9,10,5,11,8,2,3,2,3,3,2,0,0,2,0,0,0
2021,38,37,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,110,74,66,83,71,62,75,76,66,73,62,69,63,62,58,62,68,63,53,57,56,57,52,42,32,25,36,20,36,22,17,13,13,17,11,15,8,11,6,11,6,5,5,4,3,2,5,3,0,1,0,1,0,1,0,0,0,35,34,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,56,50,50,52,47,42,34,36,42,25,19,18,17,17,12,18,11,18,14,12,7,10,11,8,9,5,10,7,2,3,2,3,3,2,0,0,1,0,0
2022,37,38,37,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,110,74,66,83,71,62,75,76,66,72,62,68,62,61,57,61,67,62,52,56,55,56,51,41,31,24,35,19,35,21,16,12,12,16,10,14,8,10,6,10,5,5,4,4,3,2,4,3,0,1,0,1,0,1,0,0,35,35,34,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,56,50,50,52,47,42,34,36,41,25,19,18,17,17,12,18,11,17,13,11,7,9,10,7,8,5,9,6,2,3,2,3,2,2,0,0,1,0
2023,37,37,38,37,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,110,74,66,83,71,62,75,76,66,71,62,67,61,60,56,60,66,61,51,55,54,55,50,40,30,23,34,18,34,20,15,11,11,15,9,13,7,9,6,9,5,4,4,4,3,2,3,3,0,1,0,1,0,1,0,34,35,35,34,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,56,50,50,52,47,42,34,36,40,25,19,18,17,17,12,17,11,16,12,10,7,8,9,6,7,5,8,5,2,3,2,2,2,2,0,0,0
2024,36,37,37,38,37,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,110,74,66,83,71,62,75,75,66,70,61,66,60,59,55,59,65,60,50,54,53,54,49,39,29,22,33,17,33,19,14,10,10,14,8,12,6,8,5,8,4,4,4,3,3,2,3,2,0,1,0,1,0,0,34,34,35,35,34,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,56,50,50,52,47,42,34,35,39,25,19,18,17,17,12,16,11,15,11,9,7,7,8,5,6,4,7,4,2,3,2,2,2,1,0,0
2025,35,36,37,37,38,37,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,109,74,66,83,71,62,74,74,66,69,60,65,59,58,54,58,64,59,49,53,52,53,48,38,28,21,32,16,32,18,13,10,9,13,7,11,6,7,5,7,4,4,3,3,3,2,2,2,0,1,0,1,0,33,34,34,35,35,34,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,56,50,50,52,47,42,34,35,38,25,19,18,17,17,12,15,11,14,10,8,7,6,7,5,5,4,6,3,2,2,2,2,2,1,0
2026,35,35,36,37,37,38,37,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,108,74,66,83,71,62,73,73,65,68,59,64,58,57,53,57,63,58,48,52,51,52,47,37,27,20,31,15,31,17,12,9,8,12,7,10,6,6,5,6,4,3,3,3,3,2,2,2,0,1,0,0,33,33,34,34,35,35,34,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,56,50,50,51,46,41,34,34,37,24,19,18,17,16,12,14,10,13,9,7,6,6,6,4,4,3,5,3,2,2,2,2,1,0
2027,35,35,35,36,37,37,38,37,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,107,74,66,82,71,62,72,72,64,67,58,63,57,56,52,56,62,57,47,51,50,51,46,36,26,19,30,14,30,16,11,8,7,11,6,9,5,5,4,5,3,3,3,3,2,2,2,2,0,1,0,32,33,33,34,34,35,35,34,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,56,50,49,50,45,40,33,33,36,23,19,17,16,15,12,13,9,12,8,6,6,5,5,4,3,3,4,2,2,2,2,1,0
2028,35,35,35,35,36,37,37,38,37,65,68,75,74,75,68,43,63,60,56,55,62,53,75,62,62,76,73,72,72,80,80,87,87,93,80,79,77,79,82,70,79,62,71,75,79,67,98,79,90,87,80,106,74,66,81,71,62,71,71,63,66,57,62,56,55,51,55,61,56,46,50,49,50,45,35,25,18,29,13,29,15,10,7,7,10,6,8,5,4,4,4,3,3,3,2,2,2,2,2,0,0,32,32,33,33,34,34,35,35,34,71,57,67,56,69,55,61,63,59,59,47,42,57,56,66,65,73,66,87,75,64,77,89,70,88,79,77,77,71,60,69,60,49,50,63,74,71,81,68,71,78,69,54,62,62,78,66,49,58,55,57,65,55,65,75,60,71,62,41,52,55,49,48,49,44,39,32,32,35,22,18,16,15,14,11,12,8,11,7,6,5,4,4,3,3,3,3,2,2,2,1,0
