year,male,female,total
2019,7260,6547,13807
2020,7221,6527,13748
2021,7181,6510,13691
2022,7140,6492,13632
2023,7090,6475,13565
2024,7041,6457,13498
2025,6993,6441,13434
2026,6942,6421,13363
2027,6888,6395,13283
2028,6833,6369,13202
2029,6777,6342,13119
2030,6719,6311,13030
2031,6656,6272,12928
2032,6592,6231,12823
2033,6526,6188,12714
2034,6461,6141,12602
2035,6399,6100,12499
2036,6336,6056,12392
2037,6269,6006,12275
2038,6195,5957,12152
2039,6119,5906,12025
2040,6041,5852,11893
2041,5961,5792,11753
2042,5880,5726,11606
2043,5789,5658,11447
2044,5697,5585,11282
2045,5614,5518,11132
2046,5526,5449,10975
2047,5435,5378,10813
2048,5346,5308,10654
2049,5253,5238,10491
2050,5160,5160,10320
2051,5064,5082,10146
2052,4971,5003,9974
2053,4878,4925,9803
2054,4785,4845,9630
2055,4698,4773,9471
2056,4614,4703,9317
2057,4531,4630,9161
2058,4446,4561,9007
2059,4364,4486,8850
2060,4281,4411,8692
2061,4201,4339,8540
2062,4124,4263,8387
2063,4050,4191,8241
2064,3979,4120,8099
2065,3910,4052,7962
