year,male,female,total
2019,13470,12912,26382
2020,13402,12861,26263
2021,13325,12812,26137
2022,13248,12757,26005
2023,13165,12696,25861
2024,13080,12631,25711
2025,13000,12572,25572
2026,12912,12508,25420
2027,12820,12438,25258
2028,12727,12364,25091
2029,12628,12281,24909
2030,12517,12195,24712
2031,12398,12105,24503
2032,12279,12007,24286
2033,12152,11901,24053
2034,12019,11794,23813
2035,11897,11699,23596
2036,11770,11595,23365
2037,11636,11485,23121
2038,11490,11372,22862
2039,11342,11258,22600
2040,11185,11137,22322
2041,11023,11014,22037
2042,10858,10888,21746
2043,10687,10757,21444
2044,10514,10624,21138
2045,10352,10501,20853
2046,10183,10371,20554
2047,10012,10241,20253
2048,9844,10104,19948
2049,9670,9963,19633
2050,9498,9820,19318
2051,9326,9676,19002
2052,9155,9533,18688
2053,8982,9389,18371
2054,8813,9245,18058
2055,8654,9111,17765
2056,8497,8971,17468
2057,8337,8835,17172
2058,8181,8693,16874
2059,8024,8548,16572
2060,7874,8405,16279
2061,7720,8260,15980
2062,7573,8117,15690
2063,7425,7970,15395
2064,7283,7822,15105
2065,7148,7686,14834
