年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2020-06,65000010-001,新北市板橋區,留侯里,689,1684,810,874,230,1161,293,1385,26
2020-06,65000010-002,新北市板橋區,流芳里,635,1539,713,826,231,1012,296,1246,29
2020-06,65000010-003,新北市板橋區,赤松里,416,951,453,498,151,633,167,761,16
2020-06,65000010-004,新北市板橋區,黃石里,518,1287,615,672,243,820,224,990,26
2020-06,65000010-005,新北市板橋區,挹秀里,855,1967,953,1014,284,1289,394,1618,24
2020-06,65000010-006,新北市板橋區,湳興里,2289,5396,2569,2827,627,3878,891,4531,107
2020-06,65000010-007,新北市板橋區,新興里,1544,3302,1578,1724,323,2387,592,2830,65
2020-06,65000010-008,新北市板橋區,社後里,5372,9618,5431,4187,670,7121,1827,8612,157
2020-06,65000010-009,新北市板橋區,香社里,1600,4346,2158,2188,474,3182,690,3677,84
2020-06,65000010-010,新北市板橋區,中正里,1821,4811,2345,2466,656,3466,689,3931,101
2020-06,65000010-011,新北市板橋區,自強里,2069,5329,2613,2716,681,3426,1222,4459,74
2020-06,65000010-012,新北市板橋區,自立里,1101,2885,1393,1492,309,2028,548,2433,61
2020-06,65000010-013,新北市板橋區,光華里,1140,2822,1375,1447,339,1962,521,2380,38
2020-06,65000010-014,新北市板橋區,國光里,1543,3773,1804,1969,310,2655,808,3285,86
2020-06,65000010-015,新北市板橋區,港尾里,1127,3049,1453,1596,438,2199,412,2445,69
2020-06,65000010-016,新北市板橋區,金華里,1488,4139,2032,2107,529,2899,711,3442,61
2020-06,65000010-017,新北市板橋區,港德里,1936,4904,2392,2512,551,3388,965,4115,98
2020-06,65000010-018,新北市板橋區,民權里,1094,2699,1298,1401,285,1798,616,2298,52
2020-06,65000010-019,新北市板橋區,建國里,1431,3624,1747,1877,399,2527,698,3062,81
2020-06,65000010-020,新北市板橋區,漢生里,1701,4405,2127,2278,702,2826,877,3537,66
2020-06,65000010-021,新北市板橋區,公舘里,1478,3956,1945,2011,536,2746,674,3203,97
2020-06,65000010-022,新北市板橋區,新民里,1762,4657,2261,2396,813,3080,764,3613,89
2020-06,65000010-023,新北市板橋區,幸福里,1517,4033,1981,2052,450,2880,703,3407,81
2020-06,65000010-024,新北市板橋區,忠誠里,1775,4403,2115,2288,638,2947,818,3558,85
2020-06,65000010-025,新北市板橋區,百壽里,1225,2983,1375,1608,553,1959,471,2303,47
2020-06,65000010-026,新北市板橋區,介壽里,1287,3270,1561,1709,547,2129,594,2591,52
2020-06,65000010-027,新北市板橋區,新埔里,880,2136,1042,1094,202,1507,427,1857,33
2020-06,65000010-028,新北市板橋區,華江里,3264,7977,3677,4300,1531,5453,993,6059,167
2020-06,65000010-029,新北市板橋區,江翠里,2009,5193,2547,2646,563,3798,832,4384,106
2020-06,65000010-030,新北市板橋區,純翠里,2091,5542,2662,2880,644,4018,880,4666,110
2020-06,65000010-031,新北市板橋區,溪頭里,2448,6137,3016,3121,735,4434,968,5092,155
2020-06,65000010-032,新北市板橋區,聯翠里,1683,3827,1800,2027,385,2809,633,3234,83
2020-06,65000010-033,新北市板橋區,宏翠里,2475,5430,2553,2877,648,4060,722,4565,96
2020-06,65000010-034,新北市板橋區,仁翠里,1102,2926,1417,1509,298,2056,572,2493,62
2020-06,65000010-035,新北市板橋區,新翠里,3262,8315,3989,4326,967,6214,1134,6907,209
2020-06,65000010-036,新北市板橋區,吉翠里,1385,3858,1880,1978,477,2782,599,3213,75
2020-06,65000010-037,新北市板橋區,德翠里,2743,7532,3686,3846,1038,5705,789,6077,189
2020-06,65000010-038,新北市板橋區,滿翠里,1143,3024,1461,1563,291,2128,605,2590,61
2020-06,65000010-039,新北市板橋區,明翠里,1969,4906,2374,2532,495,3500,911,4164,98
2020-06,65000010-040,新北市板橋區,松翠里,1431,3489,1668,1821,385,2492,612,2944,71
2020-06,65000010-041,新北市板橋區,柏翠里,2057,4639,2222,2417,551,3371,717,3861,102
2020-06,65000010-042,新北市板橋區,龍翠里,2006,5125,2492,2633,518,3794,813,4362,112
2020-06,65000010-043,新北市板橋區,華翠里,1391,3730,1794,1936,550,2614,566,2999,79
2020-06,65000010-044,新北市板橋區,忠翠里,4554,11169,5198,5971,1703,8148,1318,8833,302
2020-06,65000010-045,新北市板橋區,嵐翠里,984,2538,1258,1280,282,1816,440,2148,54
2020-06,65000010-046,新北市板橋區,文翠里,1592,4117,2016,2101,437,2960,720,3500,83
2020-06,65000010-047,新北市板橋區,青翠里,1212,3058,1555,1503,295,2222,541,2630,55
2020-06,65000010-048,新北市板橋區,懷翠里,2258,6285,3097,3188,682,4663,940,5290,148
2020-06,65000010-049,新北市板橋區,福翠里,568,1369,687,682,148,949,272,1176,23
2020-06,65000010-050,新北市板橋區,港嘴里,2428,6114,3004,3110,596,4578,940,5273,98
2020-06,65000010-051,新北市板橋區,振興里,1692,4484,2202,2282,404,3281,799,3863,96
2020-06,65000010-052,新北市板橋區,振義里,1671,4308,2120,2188,414,3170,724,3670,111
2020-06,65000010-053,新北市板橋區,光復里,1379,3464,1762,1702,373,2554,537,2893,86
2020-06,65000010-054,新北市板橋區,埔墘里,2605,6396,3042,3354,599,4791,1006,5505,136
2020-06,65000010-055,新北市板橋區,長壽里,1095,2984,1468,1516,318,2097,569,2542,54
2020-06,65000010-056,新北市板橋區,福壽里,1291,3402,1672,1730,335,2545,522,2890,89
2020-06,65000010-057,新北市板橋區,海山里,2848,8451,4009,4442,1639,5697,1115,6330,190
2020-06,65000010-058,新北市板橋區,九如里,1101,2955,1420,1535,353,2125,477,2449,65
2020-06,65000010-059,新北市板橋區,玉光里,2245,5649,2686,2963,871,4005,773,4479,112
2020-06,65000010-060,新北市板橋區,光仁里,1048,3042,1498,1544,448,2074,520,2438,67
2020-06,65000010-061,新北市板橋區,埤墘里,1843,4817,2280,2537,883,3254,680,3707,95
2020-06,65000010-062,新北市板橋區,永安里,1440,3682,1786,1896,519,2590,573,2970,82
2020-06,65000010-063,新北市板橋區,雙玉里,1602,4426,2119,2307,725,3062,639,3413,108
2020-06,65000010-064,新北市板橋區,廣新里,1310,3788,1858,1930,597,2572,619,3003,69
2020-06,65000010-065,新北市板橋區,深丘里,3739,9403,4515,4888,1908,6286,1209,7016,186
2020-06,65000010-066,新北市板橋區,香丘里,1535,4056,1938,2118,745,2715,596,3135,64
2020-06,65000010-067,新北市板橋區,西安里,1074,2889,1397,1492,409,1992,488,2338,64
2020-06,65000010-068,新北市板橋區,東丘里,1698,4879,2346,2533,728,3338,813,3871,113
2020-06,65000010-069,新北市板橋區,長安里,1748,5009,2404,2605,995,3413,601,3726,113
2020-06,65000010-070,新北市板橋區,福丘里,2282,5236,2414,2822,891,3598,747,4105,101
2020-06,65000010-071,新北市板橋區,福祿里,1628,4103,1929,2174,582,2866,655,3300,92
2020-06,65000010-072,新北市板橋區,民族里,1809,5128,2482,2646,1186,3224,718,3682,104
2020-06,65000010-073,新北市板橋區,國泰里,1467,3809,1818,1991,546,2617,646,3031,106
2020-06,65000010-074,新北市板橋區,福德里,1983,5202,2579,2623,628,3636,938,4284,129
2020-06,65000010-075,新北市板橋區,景星里,1550,3575,1716,1859,410,2564,601,3022,70
2020-06,65000010-076,新北市板橋區,福星里,1371,3687,1761,1926,431,2593,663,3036,106
2020-06,65000010-077,新北市板橋區,鄉雲里,1664,3921,1871,2050,415,2829,677,3314,94
2020-06,65000010-078,新北市板橋區,廣德里,2636,7099,3450,3649,958,5031,1110,5822,142
2020-06,65000010-079,新北市板橋區,大豐里,1815,4810,2342,2468,564,3329,917,4016,104
2020-06,65000010-080,新北市板橋區,重慶里,3281,8877,4325,4552,1143,6534,1200,7295,204
2020-06,65000010-081,新北市板橋區,仁愛里,1176,3199,1584,1615,348,2240,611,2712,64
2020-06,65000010-082,新北市板橋區,和平里,1685,4216,1978,2238,853,2965,398,3140,85
2020-06,65000010-083,新北市板橋區,廣福里,1572,4237,2061,2176,554,3121,562,3437,98
2020-06,65000010-084,新北市板橋區,華興里,1701,4340,2106,2234,444,3200,696,3665,110
2020-06,65000010-085,新北市板橋區,華貴里,1011,2671,1270,1401,324,1840,507,2227,50
2020-06,65000010-086,新北市板橋區,華德里,3004,7366,3506,3860,943,5366,1057,6082,140
2020-06,65000010-087,新北市板橋區,華東里,3464,7922,3837,4085,851,5862,1209,6732,153
2020-06,65000010-088,新北市板橋區,信義里,1751,4443,2168,2275,507,3173,763,3721,93
2020-06,65000010-089,新北市板橋區,浮洲里,1494,4013,2020,1993,469,2896,648,3354,96
2020-06,65000010-090,新北市板橋區,華中里,1961,5494,2763,2731,686,4068,740,4575,99
2020-06,65000010-091,新北市板橋區,僑中里,1537,4330,2168,2162,530,3330,470,3638,76
2020-06,65000010-092,新北市板橋區,中山里,3083,7127,3482,3645,921,5273,933,5850,152
2020-06,65000010-093,新北市板橋區,復興里,290,1026,624,402,100,576,350,891,15
2020-06,65000010-094,新北市板橋區,大安里,1533,4080,2061,2019,460,2926,694,3425,81
2020-06,65000010-095,新北市板橋區,福安里,3348,7386,3517,3869,1013,5518,855,6054,133
2020-06,65000010-096,新北市板橋區,聚安里,2006,5480,2732,2748,655,3983,842,4589,103
2020-06,65000010-097,新北市板橋區,龍安里,1091,2906,1415,1491,338,2074,494,2425,59
2020-06,65000010-098,新北市板橋區,崑崙里,3765,10344,5068,5276,1464,7751,1129,8280,277
2020-06,65000010-099,新北市板橋區,溪洲里,2218,6226,3028,3198,831,4483,912,5069,145
2020-06,65000010-100,新北市板橋區,溪北里,1367,3710,1823,1887,496,2666,548,3018,90
2020-06,65000010-101,新北市板橋區,香雅里,1012,2579,1265,1314,262,1846,471,2214,45
2020-06,65000010-102,新北市板橋區,新生里,1606,4509,2231,2278,590,3143,776,3745,77
2020-06,65000010-103,新北市板橋區,文德里,1181,3136,1548,1588,331,2294,511,2643,76
2020-06,65000010-104,新北市板橋區,文化里,1418,3556,1710,1846,448,2489,619,2959,69
2020-06,65000010-105,新北市板橋區,新海里,1275,3661,1824,1837,488,2669,504,3047,54
2020-06,65000010-106,新北市板橋區,莒光里,1178,2983,1448,1535,409,2035,539,2446,59
2020-06,65000010-107,新北市板橋區,富貴里,880,2347,1138,1209,243,1648,456,1998,55
2020-06,65000010-108,新北市板橋區,正泰里,1123,3079,1461,1618,382,2189,508,2580,47
2020-06,65000010-109,新北市板橋區,民生里,934,2355,1130,1225,354,1643,358,1912,36
2020-06,65000010-110,新北市板橋區,後埔里,1583,3873,1894,1979,466,2676,731,3256,66
2020-06,65000010-111,新北市板橋區,華福里,775,2126,1030,1096,220,1512,394,1817,41
2020-06,65000010-112,新北市板橋區,堂春里,1535,4508,2227,2281,613,3417,478,3646,111
2020-06,65000010-113,新北市板橋區,成和里,2806,7321,3587,3734,1094,5563,664,5807,175
2020-06,65000010-114,新北市板橋區,光榮里,1042,2659,1348,1311,279,1845,535,2280,41
2020-06,65000010-115,新北市板橋區,民安里,879,2258,1066,1192,364,1434,460,1797,40
2020-06,65000010-116,新北市板橋區,陽明里,1045,2758,1339,1419,257,1941,560,2390,48
2020-06,65000010-117,新北市板橋區,朝陽里,1279,3479,1668,1811,411,2440,628,2935,59
2020-06,65000010-118,新北市板橋區,松柏里,928,2263,1110,1153,211,1658,394,1935,57
2020-06,65000010-119,新北市板橋區,文聖里,1451,4084,1979,2105,478,3055,551,3396,86
2020-06,65000010-120,新北市板橋區,居仁里,1480,3858,1896,1962,487,2879,492,3205,65
2020-06,65000010-121,新北市板橋區,莊敬里,1672,4543,2173,2370,827,3235,481,3410,117
2020-06,65000010-122,新北市板橋區,東安里,891,2663,1314,1349,508,1764,391,1994,56
2020-06,65000010-123,新北市板橋區,五權里,1574,4258,2123,2135,514,2976,768,3525,102
2020-06,65000010-124,新北市板橋區,溪福里,5204,14977,7373,7604,2169,11563,1245,11805,460
2020-06,65000010-125,新北市板橋區,大觀里,1341,3845,1885,1960,518,2816,511,3156,69
2020-06,65000010-126,新北市板橋區,歡園里,475,1286,667,619,133,961,192,1087,34
