year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,5875,6724,7713,8431,8773,8268,8183,9330,7642,6801,7802,8133,8095,8199,8315,8538,9068,9589,10550,11860,10998,11147,13000,12823,12855,13023,13017,12864,13072,13510,13269,13748,12879,12777,14049,15035,15539,16171,16774,16291,16784,16301,15541,15965,13617,13576,13220,13118,13760,14164,14272,14469,13996,14843,14788,15042,15304,15372,15230,14723,14789,13754,13394,13499,12858,11697,11190,10806,11060,8513,8368,7127,5561,4378,4102,4768,4762,4348,4412,4135,3700,3337,3095,2839,2774,2302,1991,1795,1704,1476,1114,927,696,519,368,255,139,118,86,53,76,5502,6363,7303,7586,8120,7883,7871,8583,6900,6109,7454,7435,7485,7515,7582,7928,8283,8680,9931,10876,10110,10011,11775,11865,12032,12163,12395,11808,12105,12484,12254,12717,12103,12265,14013,14856,15416,16643,16698,16383,16442,15924,15765,16150,14199,13837,13989,13802,14156,14811,14735,14856,14531,15056,15218,15251,15557,15590,15503,15113,14811,14016,13312,13694,13335,11942,11600,11160,11584,8985,9021,7862,6380,5052,4775,5938,5718,5441,5574,5354,5004,4538,4416,4054,3903,3550,2924,2576,2401,2063,1565,1282,979,828,569,445,281,218,157,91,136
2020,7280,5873,6722,7712,8430,8772,8267,8182,9329,7641,6800,7801,8132,8094,8197,8313,8535,9064,9585,10545,11854,10992,11141,12993,12815,12847,13015,13009,12855,13062,13498,13256,13734,12864,12760,14029,15011,15512,16139,16737,16251,16739,16253,15490,15908,13564,13519,13160,13055,13688,14086,14188,14380,13904,14739,14679,14923,15175,15235,15086,14575,14634,13599,13234,13324,12678,11519,11005,10611,10841,8328,8168,6940,5400,4239,3958,4583,4558,4145,4188,3904,3473,3114,2871,2616,2534,2084,1786,1595,1497,1282,957,787,581,426,296,200,106,88,62,0,6765,5500,6362,7302,7585,8119,7882,7870,8582,6899,6109,7453,7434,7484,7514,7581,7927,8282,8678,9929,10874,10108,10009,11772,11862,12029,12160,12391,11804,12101,12479,12249,12711,12097,12258,14004,14846,15405,16631,16685,16369,16427,15908,15748,16131,14181,13817,13967,13779,14130,14781,14703,14822,14495,15016,15174,15204,15506,15535,15444,15051,14745,13948,13242,13616,13250,11857,11508,11062,11469,8885,8909,7752,6281,4963,4681,5807,5576,5292,5403,5166,4807,4340,4198,3832,3662,3306,2698,2354,2170,1841,1377,1111,833,690,463,353,216,162,112,0
2021,7172,7278,5872,6721,7711,8429,8771,8266,8181,9328,7640,6799,7800,8131,8092,8195,8310,8532,9060,9580,10540,11848,10986,11135,12985,12807,12839,13007,13000,12845,13051,13485,13242,13718,12847,12742,14007,14985,15482,16104,16696,16207,16689,16200,15435,15846,13507,13458,13097,12987,13613,14003,14100,14286,13807,14630,14563,14797,15039,15091,14934,14423,14469,13436,13063,13137,12486,11329,10807,10401,10605,8129,7954,6739,5228,4090,3805,4387,4345,3934,3954,3665,3241,2889,2646,2390,2294,1870,1587,1401,1301,1101,812,657,477,342,233,153,79,63,0,6666,6763,5499,6361,7301,7584,8118,7881,7869,8581,6898,6109,7452,7433,7483,7513,7580,7926,8281,8676,9927,10872,10106,10007,11769,11859,12026,12156,12387,11800,12096,12474,12243,12705,12090,12251,13995,14836,15394,16618,16670,16354,16410,15890,15729,16110,14161,13795,13943,13753,14102,14749,14669,14785,14456,14973,15127,15154,15451,15476,15381,14984,14674,13875,13166,13529,13156,11763,11407,10952,11342,8774,8784,7631,6170,4865,4577,5663,5423,5129,5214,4963,4597,4126,3968,3596,3411,3050,2465,2127,1937,1620,1193,945,694,562,367,271,160,115,0
2022,7061,7170,7276,5871,6720,7710,8428,8770,8265,8180,9327,7639,6798,7799,8129,8090,8192,8307,8528,9056,9575,10535,11842,10980,11128,12977,12799,12831,12998,12990,12834,13039,13471,13226,13700,12829,12722,13982,14956,15448,16065,16651,16159,16635,16142,15375,15780,13446,13393,13029,12916,13533,13917,14008,14186,13705,14515,14440,14665,14897,14939,14778,14261,14296,13262,12880,12938,12280,11125,10593,10175,10351,7916,7724,6524,5045,3932,3642,4182,4124,3714,3712,3421,3006,2663,2417,2164,2058,1661,1394,1217,1117,935,678,539,383,269,179,114,57,0,6569,6664,6762,5498,6360,7300,7583,8117,7880,7868,8580,6897,6108,7451,7432,7482,7512,7579,7925,8279,8674,9925,10869,10104,10004,11766,11856,12022,12152,12383,11795,12091,12468,12237,12698,12083,12243,13985,14825,15382,16604,16654,16337,16392,15871,15709,16087,14139,13772,13917,13725,14072,14715,14632,14746,14414,14927,15077,15101,15392,15413,15313,14912,14597,13796,13082,13433,13052,11660,11294,10830,11201,8651,8647,7497,6048,4757,4464,5507,5256,4949,5009,4746,4370,3900,3723,3349,3147,2787,2228,1898,1705,1403,1015,788,565,446,282,201,114,0
2023,6944,7059,7168,7275,5870,6719,7709,8427,8769,8264,8179,9326,7638,6797,7797,8127,8087,8189,8303,8524,9051,9570,10529,11835,10974,11121,12969,12791,12822,12988,12979,12822,13025,13455,13209,13680,12809,12700,13955,14923,15410,16021,16602,16106,16575,16080,15311,15709,13381,13323,12957,12840,13450,13826,13910,14081,13597,14393,14311,14526,14747,14783,14612,14090,14111,13076,12684,12725,12059,10905,10363,9932,10079,7687,7478,6295,4850,3764,3472,3969,3893,3486,3464,3173,2770,2433,2188,1942,1829,1459,1211,1045,948,781,556,433,301,206,133,82,0,6459,6567,6663,6761,5497,6359,7299,7582,8116,7879,7867,8579,6896,6107,7450,7431,7481,7511,7578,7923,8277,8672,9923,10866,10101,10001,11763,11852,12018,12148,12378,11790,12085,12462,12230,12690,12075,12235,13975,14813,15369,16589,16637,16319,16372,15851,15687,16062,14115,13746,13889,13695,14039,14678,14593,14703,14370,14878,15024,15044,15329,15345,15239,14834,14514,13708,12989,13327,12938,11544,11169,10695,11044,8516,8495,7349,5914,4639,4341,5338,5072,4754,4790,4512,4130,3660,3467,3090,2875,2519,1989,1671,1477,1194,846,642,448,343,209,143,0
2024,6852,6942,7057,7167,7274,5869,6718,7708,8426,8768,8263,8178,9325,7637,6796,7795,8124,8084,8185,8299,8520,9046,9565,10523,11828,10967,11114,12961,12782,12812,12977,12967,12809,13010,13438,13190,13658,12786,12675,13924,14887,15368,15973,16548,16048,16511,16013,15242,15633,13311,13250,12881,12761,13362,13729,13807,13970,13482,14264,14176,14380,14593,14617,14437,13908,13913,12878,12475,12496,11821,10668,10115,9671,9787,7442,7216,6051,4642,3588,3295,3747,3654,3254,3213,2924,2530,2203,1963,1725,1607,1268,1040,887,792,641,447,340,231,153,96,0,6373,6457,6566,6662,6760,5496,6358,7298,7581,8115,7878,7866,8578,6895,6106,7449,7430,7480,7510,7576,7921,8275,8670,9921,10863,10098,9998,11759,11848,12014,12143,12373,11784,12079,12455,12223,12682,12067,12226,13964,14800,15355,16572,16619,16299,16351,15829,15663,16035,14089,13719,13859,13663,14004,14639,14551,14658,14323,14826,14967,14983,15261,15271,15159,14749,14422,13610,12886,13210,12810,11416,11030,10545,10872,8366,8327,7186,5768,4512,4208,5151,4872,4546,4554,4264,3875,3409,3199,2823,2598,2248,1751,1448,1257,995,689,509,345,255,149,0
2025,6785,6850,6941,7056,7166,7273,5868,6717,7707,8425,8767,8262,8177,9324,7636,6794,7793,8121,8081,8182,8295,8516,9042,9560,10518,11822,10961,11108,12953,12774,12803,12966,12955,12796,12995,13421,13171,13636,12763,12649,13892,14849,15325,15923,16491,15988,16444,15943,15171,15554,13240,13175,12805,12681,13273,13632,13704,13859,13369,14138,14043,14241,14441,14455,14264,13728,13718,12681,12267,12267,11582,10430,9866,9408,9494,7196,6952,5806,4437,3415,3120,3529,3422,3030,2973,2682,2301,1986,1753,1523,1403,1095,887,746,654,519,354,263,174,111,0,6312,6371,6456,6565,6661,6759,5496,6357,7297,7580,8114,7877,7865,8577,6894,6105,7448,7429,7479,7509,7575,7919,8273,8668,9919,10860,10095,9995,11755,11844,12010,12138,12368,11778,12073,12448,12216,12674,12059,12217,13953,14787,15340,16555,16600,16279,16329,15806,15638,16007,14063,13691,13829,13631,13969,14600,14510,14614,14277,14775,14912,14923,15194,15199,15081,14664,14330,13513,12784,13092,12682,11288,10890,10396,10698,8215,8158,7023,5622,4384,4071,4963,4674,4337,4321,4018,3625,3163,2941,2569,2337,1996,1532,1245,1060,821,555,398,261,186,0
2026,6721,6783,6849,6940,7055,7165,7272,5867,6716,7706,8424,8766,8261,8176,9322,7634,6792,7791,8118,8078,8178,8291,8512,9038,9555,10513,11816,10955,11101,12945,12765,12792,12954,12941,12781,12978,13402,13150,13611,12737,12620,13856,14807,15277,15868,16429,15923,16372,15868,15094,15471,13165,13097,12725,12596,13180,13530,13595,13743,13251,14006,13907,14093,14281,14282,14079,13535,13509,12469,12042,12018,11323,10174,9598,9126,9180,6933,6671,5549,4223,3234,2938,3305,3186,2804,2727,2439,2074,1773,1548,1330,1211,934,746,616,530,411,274,198,127,0,6258,6310,6370,6455,6564,6660,6758,5496,6356,7296,7579,8113,7876,7864,8576,6893,6104,7447,7428,7478,7508,7573,7917,8271,8666,9917,10857,10092,9992,11751,11840,12005,12133,12362,11772,12066,12441,12208,12665,12050,12207,13941,14773,15324,16536,16580,16257,16305,15781,15611,15977,14034,13661,13797,13597,13932,14559,14466,14567,14228,14720,14852,14858,15122,15121,14995,14570,14228,13406,12670,12961,12539,11145,10736,10230,10505,8049,7973,6845,5462,4242,3923,4761,4459,4115,4072,3759,3364,2908,2676,2311,2075,1746,1318,1050,875,661,434,301,190,0
2027,6635,6719,6782,6848,6939,7054,7164,7271,5866,6715,7705,8423,8765,8260,8175,9320,7632,6790,7788,8115,8075,8174,8287,8508,9033,9550,10507,11810,10949,11094,12935,12754,12780,12940,12926,12764,12959,13380,13126,13583,12708,12588,13817,14761,15224,15809,16362,15853,16295,15788,15014,15383,13087,13015,12640,12507,13081,13422,13481,13622,13127,13870,13762,13937,14110,14097,13881,13328,13283,12240,11798,11749,11045,9898,9311,8824,8844,6652,6376,5281,3999,3046,2752,3077,2948,2572,2480,2199,1852,1566,1352,1148,1033,785,616,499,420,318,206,144,0,6177,6256,6309,6369,6454,6563,6659,6757,5496,6356,7295,7578,8112,7875,7863,8575,6892,6103,7446,7427,7477,7506,7571,7915,8269,8664,9915,10854,10089,9989,11747,11835,12000,12127,12356,11765,12059,12433,12200,12656,12040,12196,13928,14757,15307,16516,16558,16233,16279,15753,15582,15945,14004,13629,13763,13561,13893,14515,14420,14517,14175,14661,14787,14788,15044,15034,14899,14466,14116,13286,12543,12815,12380,10988,10564,10045,10292,7866,7771,6651,5285,4087,3764,4542,4231,3877,3809,3488,3093,2646,2407,2052,1815,1502,1112,867,704,517,328,219,0
2028,6480,6633,6718,6781,6847,6938,7053,7163,7270,5866,6714,7704,8422,8764,8259,8173,9317,7630,6787,7785,8112,8071,8170,8283,8504,9028,9545,10501,11803,10942,11086,12924,12742,12767,12925,12909,12745,12938,13356,13099,13552,12675,12552,13774,14710,15167,15745,16290,15779,16213,15704,14929,15292,13005,12928,12551,12413,12977,13310,13362,13495,13000,13725,13610,13770,13927,13899,13669,13105,13039,11992,11534,11460,10745,9602,9003,8501,8486,6358,6068,5001,3766,2853,2562,2847,2704,2339,2236,1963,1635,1368,1167,979,869,648,499,395,325,239,150,0,6040,6176,6255,6308,6368,6453,6562,6658,6756,5496,6356,7294,7577,8111,7874,7862,8574,6891,6102,7445,7426,7476,7504,7569,7913,8267,8662,9912,10851,10086,9985,11742,11830,11994,12121,12349,11758,12051,12424,12191,12646,12030,12184,13913,14740,15288,16494,16534,16207,16251,15723,15550,15910,13972,13595,13726,13523,13851,14468,14370,14463,14118,14597,14717,14712,14958,14938,14793,14352,13990,13153,12402,12652,12205,10812,10373,9841,10058,7667,7550,6435,5092,3921,3591,4309,3987,3627,3534,3207,2815,2380,2137,1795,1561,1267,918,698,551,391,239,0
