year,male,female,total
2019,97755,96356,194111
2020,97920,96670,194590
2021,98047,96956,195003
2022,98121,97199,195320
2023,98142,97400,195542
2024,98114,97558,195672
2025,98091,97727,195818
2026,98024,97860,195884
2027,97909,97951,195860
2028,97739,97997,195736
2029,97520,97995,195515
2030,97248,97951,195199
2031,96918,97855,194773
2032,96537,97710,194247
2033,96103,97522,193625
2034,95629,97289,192918
2035,95196,97099,192295
2036,94705,96861,191566
2037,94171,96577,190748
2038,93607,96248,189855
2039,93000,95879,188879
2040,92341,95457,187798
2041,91649,94987,186636
2042,90926,94476,185402
2043,90167,93917,184084
2044,89378,93308,182686
2045,88643,92760,181403
2046,87879,92162,180041
2047,87078,91505,178583
2048,86239,90789,177028
2049,85363,90017,175380
2050,84464,89207,173671
2051,83527,88329,171856
2052,82567,87425,169992
2053,81578,86490,168068
2054,80571,85520,166091
2055,79612,84605,164217
2056,78627,83657,162284
2057,77621,82694,160315
2058,76595,81689,158284
2059,75549,80655,156204
2060,74487,79606,154093
2061,73412,78538,151950
2062,72319,77457,149776
2063,71213,76357,147570
2064,70104,75241,145345
2065,69040,74187,143227
