year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,68,52,71,58,68,57,60,56,63,67,48,54,63,46,56,51,41,39,32,27,21,17,16,25,26,26,20,17,29,12,14,19,14,13,12,9,7,9,11,6,6,5,1,2,2,1,1,0,0,0,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,50,44,59,42,45,41,56,30,43,41,20,20,13,19,32,17,21,30,23,31,26,22,14,12,9,13,8,15,12,9,4,2,1,1,2,1,0,0,0
2020,18,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,68,52,71,58,67,57,59,55,62,66,47,53,62,45,55,50,40,38,31,26,20,17,15,24,25,25,19,16,27,11,13,18,13,12,11,8,6,8,10,5,5,4,1,2,2,1,1,0,0,16,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,50,44,59,42,45,41,55,30,42,40,20,20,13,19,31,17,20,29,22,30,25,21,13,11,8,12,7,13,11,8,3,2,1,1,2,1,0,0
2021,17,18,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,68,52,70,58,66,56,58,54,61,65,46,52,61,44,54,49,39,37,30,25,19,16,14,23,24,24,18,15,25,10,12,17,12,11,10,7,5,7,9,4,4,3,1,2,2,1,1,0,15,16,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,50,44,59,42,45,41,54,30,41,39,20,20,13,19,30,16,19,28,21,29,24,20,12,10,7,11,6,11,10,7,3,2,1,1,1,1,0
2022,16,17,18,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,68,52,69,58,65,55,57,53,60,64,45,51,60,43,53,48,38,36,29,24,18,15,13,22,23,23,17,14,23,9,11,16,11,10,9,6,4,6,8,3,3,2,1,2,1,1,0,15,15,16,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,50,44,59,42,45,41,53,30,40,38,20,20,13,18,29,15,18,27,20,27,23,19,11,9,6,10,5,10,9,6,2,2,1,1,1,0
2023,16,16,17,18,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,67,52,68,57,64,54,56,52,59,63,44,50,59,42,52,47,37,35,28,23,17,14,12,21,22,22,16,13,21,8,10,14,10,9,8,5,3,5,7,2,2,2,1,1,1,0,15,15,15,16,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,50,44,58,42,45,40,52,30,39,37,20,20,13,17,28,14,17,26,19,25,21,18,10,8,5,9,4,9,8,5,2,2,1,1,0
2024,16,16,16,17,18,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,66,52,67,56,63,53,55,51,58,62,43,49,58,41,51,46,36,34,27,22,16,13,11,20,21,21,15,12,19,7,9,13,9,8,7,4,3,4,6,2,2,2,1,1,0,14,15,15,15,16,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,50,44,57,42,44,39,51,29,38,36,20,19,13,16,27,13,16,25,18,23,19,16,9,7,4,8,3,8,7,4,2,1,1,0
2025,15,16,16,16,17,18,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,65,52,66,55,62,52,54,50,57,61,42,48,57,40,50,45,35,33,26,21,15,12,10,19,20,20,14,11,17,6,8,12,8,7,6,3,3,3,5,2,2,2,1,0,14,14,15,15,15,16,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,50,44,56,42,43,38,50,28,37,35,19,18,13,15,26,12,15,24,17,21,17,15,8,6,3,7,3,7,6,3,2,1,0
2026,14,15,16,16,16,17,18,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,64,52,65,54,61,51,53,49,56,60,41,47,56,39,49,44,34,32,25,20,14,11,9,18,19,19,13,10,15,5,7,11,7,6,5,3,2,2,4,2,2,1,0,14,14,14,15,15,15,16,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,50,44,55,41,42,37,49,27,36,34,18,17,13,14,25,11,14,22,16,19,15,13,7,5,3,6,2,6,5,2,1,0
2027,13,14,15,16,16,16,17,18,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,63,52,64,53,60,50,52,48,55,59,40,46,55,38,48,43,33,31,24,19,13,10,8,17,18,18,12,9,14,4,6,10,6,5,4,2,2,2,3,2,1,0,13,14,14,14,15,15,15,16,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,49,44,54,40,41,36,48,26,35,33,17,16,12,13,24,10,13,20,15,17,13,12,6,4,3,5,2,5,4,1,0
2028,13,13,14,15,16,16,16,17,18,12,21,11,23,15,17,8,28,13,11,16,17,12,15,21,26,22,23,31,39,44,30,49,39,37,34,42,33,43,39,32,41,32,31,35,32,38,55,41,57,63,54,38,46,51,64,48,54,51,54,53,62,51,63,52,59,49,51,47,54,58,39,45,54,37,47,42,32,30,23,18,12,9,7,16,17,17,11,8,13,4,5,9,5,4,3,2,2,2,2,1,0,13,13,14,14,14,15,15,15,16,17,19,17,11,7,22,12,16,13,16,13,10,17,20,15,18,23,25,17,35,30,37,37,29,35,45,44,36,35,22,23,27,26,29,40,30,36,49,43,47,28,43,36,48,44,37,42,36,44,46,42,33,42,38,44,49,42,39,51,53,47,49,48,43,53,39,40,35,47,25,34,32,16,15,11,12,23,9,12,18,14,15,12,10,5,3,2,4,2,4,3,0
