統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10306,南投縣南投市,三和里,1196,3509,1743,1766,12,9,15,12,11,17,12,10,22,13,10,14,20,26,27,17,18,10,31,17,22,12,19,27,15,18,20,22,26,18,20,20,20,21,33,27,15,12,22,25,21,27,25,23,22,15,19,20,25,27,21,28,25,22,17,23,26,21,26,24,24,37,19,19,36,23,25,24,27,26,25,22,30,26,31,33,18,25,14,26,21,20,32,23,22,14,32,29,21,22,17,32,32,24,21,25,21,22,25,30,29,16,26,28,26,29,23,20,28,22,20,24,24,13,23,26,24,24,16,26,27,30,23,23,20,21,28,21,11,23,17,22,13,28,21,17,4,13,9,17,17,13,19,20,15,20,20,19,21,18,15,13,17,9,12,13,16,20,11,13,4,10,10,13,7,13,6,8,7,9,4,9,3,8,5,4,3,2,4,2,2,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,
10306,南投縣南投市,三民里,365,1035,496,539,4,5,1,6,4,3,4,1,2,3,5,2,3,6,5,5,6,1,2,5,5,1,5,7,5,5,5,5,8,6,6,8,6,9,7,5,7,11,5,5,9,11,5,6,11,14,4,8,5,8,10,5,10,13,6,6,8,8,7,4,7,7,15,7,6,12,10,9,2,7,6,7,10,6,8,8,6,3,9,6,3,7,4,6,7,9,4,5,7,5,7,7,9,10,3,5,5,9,5,9,10,8,5,6,9,11,8,11,8,7,6,11,5,5,12,7,10,8,16,5,4,6,8,10,8,7,8,8,11,4,4,2,1,3,3,3,4,2,0,2,3,3,2,4,3,5,1,4,7,3,2,4,5,8,3,6,2,3,3,4,4,8,1,4,1,4,3,3,0,6,4,2,1,0,3,3,1,4,1,5,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10306,南投縣南投市,三興里,2152,6626,3335,3291,20,21,22,23,30,20,24,27,32,28,28,28,57,46,44,37,36,24,45,42,47,32,42,36,44,53,39,41,66,45,45,37,69,47,51,53,53,69,59,47,55,57,65,64,58,49,64,58,70,59,57,54,57,43,42,43,46,45,60,44,48,50,47,41,48,42,52,45,56,45,41,35,42,44,41,45,43,53,42,45,34,49,51,39,37,48,40,47,48,48,47,50,53,69,46,62,59,69,45,53,54,46,57,66,48,51,51,62,59,58,57,62,53,49,51,46,45,47,33,41,43,42,44,40,39,41,29,44,24,25,23,20,24,20,16,28,14,19,9,12,17,16,11,15,20,19,21,15,15,7,12,12,10,13,13,12,11,13,7,8,8,14,7,12,5,12,10,13,4,7,5,7,8,6,11,7,2,0,5,2,4,4,1,2,0,1,4,2,1,2,0,0,1,0,0,0,1,0,0,0,1,0,
10306,南投縣南投市,仁和里,216,613,294,319,1,2,0,1,0,1,3,0,2,2,3,2,2,4,2,1,1,1,2,6,1,4,1,3,1,3,3,3,2,3,4,1,5,3,5,3,7,5,5,4,6,4,4,3,1,4,7,4,6,5,8,9,3,7,6,3,1,7,5,2,8,4,7,6,7,6,5,5,7,5,4,2,2,3,3,0,3,4,0,3,1,4,2,1,4,9,6,4,1,3,3,3,4,3,3,2,3,10,6,6,5,7,6,3,3,6,6,3,3,5,1,7,4,8,4,10,5,4,3,7,8,4,6,4,5,1,5,3,3,5,4,2,1,5,2,2,2,1,5,1,2,0,5,4,2,4,2,2,2,4,3,2,1,1,3,3,4,2,1,1,1,1,1,6,2,3,0,2,3,1,1,2,1,3,0,1,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
10306,南投縣南投市,光明里,585,1346,619,727,1,1,2,2,1,2,3,1,3,1,2,1,6,7,3,2,2,4,9,7,3,6,7,4,13,7,6,4,7,4,5,7,5,7,7,6,3,10,5,6,9,4,5,7,5,7,4,7,8,2,3,4,6,2,5,2,2,7,6,7,7,2,6,6,3,9,6,4,9,9,3,5,2,2,3,8,3,4,3,5,6,6,7,6,8,12,9,9,10,4,11,12,11,12,8,15,10,5,8,15,13,7,7,9,9,11,8,9,4,6,6,16,7,8,5,10,10,8,4,7,6,6,8,6,9,11,10,12,10,14,5,7,6,14,4,9,8,8,5,18,6,18,6,18,7,29,10,29,12,22,8,15,15,20,6,10,13,6,9,13,8,11,6,6,10,6,11,8,12,8,9,5,7,2,7,4,8,2,5,2,7,5,6,0,2,1,2,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,
10306,南投縣南投市,光榮里,635,1463,728,735,0,1,1,2,2,1,2,1,2,3,3,0,3,1,1,2,1,3,4,3,4,3,11,3,12,11,8,4,8,6,11,8,10,4,11,3,8,4,13,5,3,5,8,8,11,5,8,4,4,4,4,3,14,6,6,5,9,3,10,4,5,7,5,2,7,8,8,6,6,7,3,12,4,4,2,4,8,3,7,3,6,2,4,5,6,5,12,7,12,11,8,5,8,8,8,8,14,12,11,3,8,10,11,14,9,7,7,10,12,12,14,9,11,14,10,6,13,2,11,13,5,13,8,15,10,6,12,17,10,15,13,12,7,9,7,8,6,15,6,13,8,11,4,14,11,13,14,14,7,19,3,20,9,12,3,13,6,15,9,17,8,8,9,11,6,11,9,14,11,10,11,9,13,18,9,14,8,3,9,9,10,5,4,3,5,5,5,3,4,2,3,1,1,2,0,2,1,0,0,0,2,0,
10306,南投縣南投市,光華里,490,1199,567,632,3,0,0,0,3,1,5,2,1,2,2,5,16,9,8,5,12,10,6,6,7,7,8,6,8,5,5,3,4,4,4,4,2,3,2,6,5,3,5,8,8,4,6,4,6,9,3,7,6,4,4,4,5,6,8,4,9,2,6,7,4,5,5,4,5,6,7,4,5,7,9,2,6,5,7,2,6,4,4,7,2,5,2,3,6,6,5,4,5,9,10,4,5,6,7,6,6,10,3,10,7,1,5,6,12,9,8,8,3,12,10,16,10,6,10,9,9,7,12,8,3,7,10,8,5,9,11,11,10,16,5,13,10,9,5,9,3,5,2,3,9,5,4,11,2,10,5,9,4,9,3,19,4,11,3,14,4,18,6,10,5,12,8,10,6,6,7,8,8,8,5,10,11,10,5,3,12,9,3,8,5,1,9,1,2,2,5,0,1,2,1,1,0,2,2,0,1,1,0,0,1,1,
10306,南投縣南投市,光輝里,236,721,341,380,0,1,2,0,1,1,2,6,3,2,6,6,8,11,8,7,4,8,3,8,3,11,9,10,7,6,11,4,7,9,3,1,6,2,8,7,4,1,4,5,6,5,5,2,2,2,4,4,5,5,4,3,5,1,2,1,3,7,1,4,4,3,2,3,4,7,5,7,4,7,5,5,6,2,5,5,7,8,6,5,3,4,1,7,7,7,3,7,7,3,2,7,5,5,5,3,6,8,5,3,8,5,4,3,2,0,7,5,5,8,2,6,2,5,5,9,7,2,7,5,4,1,3,4,3,2,5,5,3,7,3,6,6,2,4,3,1,2,2,3,2,4,1,3,3,3,0,5,3,2,2,5,1,2,3,0,1,1,0,5,2,2,2,2,1,2,1,1,0,2,0,3,1,1,2,2,0,1,1,0,3,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10306,南投縣南投市,內新里,549,1804,987,817,11,8,13,3,7,2,5,4,3,4,5,2,4,1,6,3,5,4,7,7,12,4,10,11,24,20,20,20,25,15,16,13,11,19,17,13,13,17,12,10,18,12,16,15,15,8,9,10,15,9,10,15,11,7,7,7,9,12,15,17,19,13,14,15,11,8,21,13,17,8,14,14,16,8,16,7,9,11,17,12,11,15,17,20,16,13,16,12,19,6,15,11,12,9,16,13,16,9,21,14,12,17,16,15,22,14,13,11,11,3,18,10,13,12,16,13,11,7,12,12,10,11,7,10,8,11,12,13,4,7,15,7,5,6,4,4,7,4,8,7,10,4,4,6,9,7,4,4,4,7,6,4,7,2,9,6,7,7,6,3,2,2,5,5,3,6,6,7,2,0,4,6,4,6,2,8,3,2,0,1,0,1,0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
10306,南投縣南投市,內興里,2588,8022,3995,4027,19,12,36,29,28,31,19,24,31,14,27,27,14,14,25,32,30,23,41,24,39,33,71,63,138,116,93,100,99,95,70,62,63,71,76,77,64,73,71,81,64,58,57,51,81,65,52,56,67,60,53,51,61,56,52,43,55,63,55,56,55,61,60,48,64,51,64,48,48,45,52,45,63,49,53,61,58,68,43,61,47,52,48,61,58,60,62,62,61,83,49,49,62,78,70,75,71,54,56,83,58,73,69,78,60,61,54,72,60,56,75,61,51,59,44,64,61,64,53,50,48,54,49,50,47,53,41,39,52,27,21,45,38,25,16,27,14,18,20,15,23,27,25,22,24,18,12,19,18,10,15,17,16,21,14,20,14,16,7,16,14,11,6,7,15,5,10,16,9,11,14,6,5,11,8,4,4,5,1,4,8,4,1,3,1,3,2,2,3,0,0,2,0,0,0,0,0,0,0,1,0,1,
