year,male,female,total
2019,1898,1607,3505
2020,1907,1615,3522
2021,1916,1622,3538
2022,1924,1631,3555
2023,1933,1638,3571
2024,1939,1644,3583
2025,1943,1650,3593
2026,1941,1654,3595
2027,1939,1657,3596
2028,1931,1660,3591
2029,1919,1658,3577
2030,1905,1655,3560
2031,1891,1650,3541
2032,1879,1643,3522
2033,1866,1637,3503
2034,1851,1626,3477
2035,1840,1621,3461
2036,1826,1610,3436
2037,1811,1597,3408
2038,1796,1587,3383
2039,1780,1575,3355
2040,1763,1562,3325
2041,1747,1550,3297
2042,1731,1539,3270
2043,1714,1526,3240
2044,1694,1513,3207
2045,1675,1502,3177
2046,1654,1487,3141
2047,1631,1471,3102
2048,1608,1455,3063
2049,1585,1440,3025
2050,1562,1426,2988
2051,1541,1408,2949
2052,1518,1390,2908
2053,1497,1371,2868
2054,1474,1353,2827
2055,1455,1338,2793
2056,1433,1322,2755
2057,1413,1307,2720
2058,1393,1289,2682
2059,1371,1268,2639
2060,1347,1249,2596
2061,1324,1228,2552
2062,1300,1207,2507
2063,1274,1186,2460
2064,1249,1164,2413
2065,1223,1146,2369
