year,male,female,total
2019,15429,14155,29584
2020,15374,14158,29532
2021,15323,14156,29479
2022,15265,14150,29415
2023,15205,14140,29345
2024,15146,14123,29269
2025,15089,14114,29203
2026,15027,14099,29126
2027,14957,14075,29032
2028,14882,14045,28927
2029,14794,14003,28797
2030,14702,13959,28661
2031,14600,13904,28504
2032,14487,13839,28326
2033,14360,13771,28131
2034,14228,13690,27918
2035,14099,13616,27715
2036,13959,13535,27494
2037,13813,13440,27253
2038,13663,13337,27000
2039,13506,13229,26735
2040,13341,13113,26454
2041,13168,12987,26155
2042,12992,12859,25851
2043,12812,12724,25536
2044,12628,12582,25210
2045,12460,12450,24910
2046,12285,12311,24596
2047,12106,12165,24271
2048,11928,12015,23943
2049,11745,11862,23607
2050,11566,11702,23268
2051,11383,11534,22917
2052,11201,11368,22569
2053,11018,11199,22217
2054,10836,11031,21867
2055,10666,10876,21542
2056,10498,10716,21214
2057,10329,10553,20882
2058,10161,10396,20557
2059,9996,10236,20232
2060,9831,10072,19903
2061,9666,9914,19580
2062,9503,9751,19254
2063,9339,9590,18929
2064,9175,9431,18606
2065,9015,9281,18296
