year,male,female,total
2019,9893,9527,19420
2020,9830,9471,19301
2021,9766,9426,19192
2022,9696,9374,19070
2023,9619,9319,18938
2024,9543,9263,18806
2025,9471,9213,18684
2026,9397,9160,18557
2027,9321,9105,18426
2028,9239,9046,18285
2029,9155,8985,18140
2030,9068,8920,17988
2031,8974,8852,17826
2032,8877,8781,17658
2033,8773,8705,17478
2034,8666,8625,17291
2035,8568,8557,17125
2036,8463,8484,16947
2037,8354,8406,16760
2038,8241,8322,16563
2039,8124,8233,16357
2040,8001,8141,16142
2041,7874,8046,15920
2042,7740,7948,15688
2043,7609,7852,15461
2044,7480,7751,15231
2045,7351,7659,15010
2046,7222,7563,14785
2047,7094,7465,14559
2048,6962,7359,14321
2049,6829,7249,14078
2050,6696,7139,13835
2051,6563,7027,13590
2052,6428,6912,13340
2053,6297,6796,13093
2054,6169,6683,12852
2055,6048,6576,12624
2056,5928,6469,12397
2057,5809,6357,12166
2058,5692,6246,11938
2059,5579,6137,11716
2060,5466,6022,11488
2061,5355,5911,11266
2062,5244,5798,11042
2063,5140,5685,10825
2064,5040,5576,10616
2065,4945,5472,10417
