year,male,female,total
2019,57357,54893,112250
2020,57301,55008,112309
2021,57248,55115,112363
2022,57176,55205,112381
2023,57090,55274,112364
2024,56988,55325,112313
2025,56897,55381,112278
2026,56784,55416,112200
2027,56646,55416,112062
2028,56476,55392,111868
2029,56288,55336,111624
2030,56062,55242,111304
2031,55796,55112,110908
2032,55497,54939,110436
2033,55163,54737,109900
2034,54792,54494,109286
2035,54438,54275,108713
2036,54052,54021,108073
2037,53629,53725,107354
2038,53170,53394,106564
2039,52681,53024,105705
2040,52157,52623,104780
2041,51612,52187,103799
2042,51050,51730,102780
2043,50468,51243,101711
2044,49867,50736,100603
2045,49302,50275,99577
2046,48725,49789,98514
2047,48139,49274,97413
2048,47534,48733,96267
2049,46921,48175,95096
2050,46293,47604,93897
2051,45660,47015,92675
2052,45020,46412,91432
2053,44378,45805,90183
2054,43733,45186,88919
2055,43128,44623,87751
2056,42514,44044,86558
2057,41895,43458,85353
2058,41269,42857,84126
2059,40636,42255,82891
2060,39997,41638,81635
2061,39352,41019,80371
2062,38702,40385,79087
2063,38048,39756,77804
2064,37396,39116,76512
2065,36769,38519,75288
