year,male,female,total
2019,3025,2466,5491
2020,2993,2454,5447
2021,2962,2440,5402
2022,2931,2428,5359
2023,2902,2413,5315
2024,2871,2400,5271
2025,2846,2390,5236
2026,2817,2375,5192
2027,2788,2357,5145
2028,2754,2335,5089
2029,2722,2316,5038
2030,2688,2294,4982
2031,2654,2272,4926
2032,2619,2249,4868
2033,2582,2225,4807
2034,2545,2200,4745
2035,2512,2180,4692
2036,2475,2157,4632
2037,2437,2135,4572
2038,2403,2114,4517
2039,2367,2091,4458
2040,2327,2068,4395
2041,2289,2046,4335
2042,2252,2023,4275
2043,2212,2001,4213
2044,2172,1979,4151
2045,2138,1962,4100
2046,2103,1942,4045
2047,2069,1922,3991
2048,2033,1900,3933
2049,1997,1878,3875
2050,1960,1857,3817
2051,1922,1834,3756
2052,1885,1808,3693
2053,1850,1783,3633
2054,1817,1760,3577
2055,1787,1735,3522
2056,1755,1710,3465
2057,1723,1685,3408
2058,1691,1660,3351
2059,1661,1634,3295
2060,1633,1608,3241
2061,1605,1583,3188
2062,1577,1558,3135
2063,1548,1534,3082
2064,1521,1511,3032
2065,1493,1488,2981
