year,male,female,total
2019,7821,7113,14934
2020,7780,7078,14858
2021,7739,7044,14783
2022,7690,7008,14698
2023,7638,6966,14604
2024,7585,6923,14508
2025,7535,6886,14421
2026,7482,6851,14333
2027,7432,6813,14245
2028,7381,6776,14157
2029,7329,6740,14069
2030,7275,6704,13979
2031,7216,6664,13880
2032,7158,6628,13786
2033,7099,6591,13690
2034,7036,6547,13583
2035,6981,6519,13500
2036,6918,6482,13400
2037,6853,6446,13299
2038,6790,6409,13199
2039,6722,6368,13090
2040,6655,6322,12977
2041,6585,6275,12860
2042,6503,6224,12727
2043,6420,6172,12592
2044,6337,6117,12454
2045,6257,6069,12326
2046,6174,6021,12195
2047,6088,5968,12056
2048,6001,5909,11910
2049,5914,5852,11766
2050,5825,5797,11622
2051,5735,5736,11471
2052,5644,5674,11318
2053,5557,5616,11173
2054,5465,5559,11024
2055,5381,5506,10887
2056,5298,5454,10752
2057,5215,5397,10612
2058,5131,5339,10470
2059,5052,5282,10334
2060,4974,5226,10200
2061,4893,5170,10063
2062,4817,5109,9926
2063,4741,5047,9788
2064,4665,4985,9650
2065,4596,4926,9522
