年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2014-10,09007010-005,連江縣南竿鄉,仁愛村,113,573,312,261,82,438,53,452,13
2014-10,09007010-001,連江縣南竿鄉,介壽村,489,2378,1328,1050,325,1842,211,1857,70
2014-10,09007010-009,連江縣南竿鄉,四維村,28,178,102,76,13,136,29,153,5
2014-10,09007010-002,連江縣南竿鄉,復興村,230,1380,796,584,194,1056,130,1113,32
2014-10,09007010-006,連江縣南竿鄉,津沙村,72,383,242,141,30,301,52,334,6
2014-10,09007010-004,連江縣南竿鄉,清水村,169,859,494,365,150,665,44,658,26
2014-10,09007010-008,連江縣南竿鄉,珠螺村,29,217,129,88,25,177,15,179,7
2014-10,09007010-003,連江縣南竿鄉,福沃村,174,968,581,387,107,763,98,821,18
2014-10,09007010-007,連江縣南竿鄉,馬祖村,117,585,315,270,79,459,47,477,14
2014-10,09007020-002,連江縣北竿鄉,后沃村,45,190,108,82,22,141,27,160,2
2014-10,09007020-005,連江縣北竿鄉,坂里村,65,322,168,154,39,251,32,266,8
2014-10,09007020-001,連江縣北竿鄉,塘岐村,226,1130,616,514,147,885,98,912,32
2014-10,09007020-003,連江縣北竿鄉,橋仔村,64,362,193,169,40,282,40,299,13
2014-10,09007020-006,連江縣北竿鄉,白沙村,28,137,88,49,24,101,12,108,1
2014-10,09007020-004,連江縣北竿鄉,芹壁村,47,182,102,80,17,138,27,164,0
2014-10,09007030-005,連江縣莒光鄉,大坪村,84,460,247,213,38,355,67,394,9
2014-10,09007030-002,連江縣莒光鄉,田沃村,40,230,145,85,28,179,23,188,6
2014-10,09007030-004,連江縣莒光鄉,福正村,42,222,129,93,16,167,39,201,3
2014-10,09007030-003,連江縣莒光鄉,西坵村,22,74,42,32,9,51,14,62,1
2014-10,09007030-001,連江縣莒光鄉,青帆村,80,432,259,173,45,346,41,381,3
2014-10,09007040-001,連江縣東引鄉,中柳村,139,580,327,253,76,459,45,481,12
2014-10,09007040-002,連江縣東引鄉,樂華村,160,670,423,247,88,545,37,546,15
2014-10,09020010-004,金門縣金城鎮,北門里,1448,4685,2407,2278,618,3571,496,3819,108
2014-10,09020010-003,金門縣金城鎮,南門里,1881,5993,2959,3034,758,4557,678,4884,181
2014-10,09020010-005,金門縣金城鎮,古城里,1135,3783,1888,1895,433,2917,433,3174,85
2014-10,09020010-001,金門縣金城鎮,東門里,1664,5609,2797,2812,748,4293,568,4560,147
2014-10,09020010-007,金門縣金城鎮,珠沙里,897,2893,1496,1397,247,2276,370,2511,71
2014-10,09020010-002,金門縣金城鎮,西門里,3374,11004,5429,5575,1488,8376,1140,8854,313
2014-10,09020010-008,金門縣金城鎮,賢庵里,1373,4601,2357,2244,455,3681,465,3920,106
2014-10,09020010-006,金門縣金城鎮,金水里,646,2077,1072,1005,173,1658,246,1779,64
2014-10,09020020-002,金門縣金沙鎮,三山里,607,1948,976,972,164,1475,309,1684,46
2014-10,09020020-005,金門縣金沙鎮,何斗里,634,2064,1006,1058,223,1569,272,1731,57
2014-10,09020020-004,金門縣金沙鎮,光前里,811,2436,1199,1237,256,1925,255,2026,73
2014-10,09020020-003,金門縣金沙鎮,大洋里,401,1233,623,610,123,933,177,1032,43
2014-10,09020020-007,金門縣金沙鎮,官嶼里,658,2185,1071,1114,180,1664,341,1878,71
