年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2014-06,09007010-005,連江縣南竿鄉,仁愛村,114,564,307,257,81,433,50,445,15
2014-06,09007010-001,連江縣南竿鄉,介壽村,483,2386,1324,1062,330,1848,208,1859,73
2014-06,09007010-009,連江縣南竿鄉,四維村,31,171,96,75,11,131,29,149,3
2014-06,09007010-002,連江縣南竿鄉,復興村,227,1386,800,586,198,1062,126,1113,35
2014-06,09007010-006,連江縣南竿鄉,津沙村,68,365,232,133,29,287,49,316,8
2014-06,09007010-004,連江縣南竿鄉,清水村,169,847,489,358,145,658,44,650,24
2014-06,09007010-008,連江縣南竿鄉,珠螺村,29,208,124,84,22,171,15,173,7
2014-06,09007010-003,連江縣南竿鄉,福沃村,173,949,568,381,107,747,95,802,16
2014-06,09007010-007,連江縣南竿鄉,馬祖村,118,599,326,273,79,475,45,487,12
2014-06,09007020-002,連江縣北竿鄉,后沃村,46,191,108,83,22,142,27,162,2
2014-06,09007020-005,連江縣北竿鄉,坂里村,62,318,168,150,39,247,32,262,10
2014-06,09007020-001,連江縣北竿鄉,塘岐村,224,1122,619,503,154,875,93,906,29
2014-06,09007020-003,連江縣北竿鄉,橋仔村,65,361,194,167,40,283,38,302,12
2014-06,09007020-006,連江縣北竿鄉,白沙村,29,134,85,49,21,101,12,108,1
2014-06,09007020-004,連江縣北竿鄉,芹壁村,48,196,108,88,19,152,25,172,1
2014-06,09007030-005,連江縣莒光鄉,大坪村,86,461,247,214,40,358,63,391,10
2014-06,09007030-002,連江縣莒光鄉,田沃村,41,231,148,83,26,182,23,193,4
2014-06,09007030-004,連江縣莒光鄉,福正村,44,215,124,91,13,160,42,196,4
2014-06,09007030-003,連江縣莒光鄉,西坵村,22,69,39,30,7,48,14,58,2
2014-06,09007030-001,連江縣莒光鄉,青帆村,80,438,268,170,43,354,41,389,3
2014-06,09007040-001,連江縣東引鄉,中柳村,139,571,323,248,74,452,45,475,11
2014-06,09007040-002,連江縣東引鄉,樂華村,158,644,406,238,85,522,37,519,16
2014-06,09020010-004,金門縣金城鎮,北門里,1431,4620,2383,2237,598,3534,488,3770,102
2014-06,09020010-003,金門縣金城鎮,南門里,1883,5968,2947,3021,747,4546,675,4860,181
2014-06,09020010-005,金門縣金城鎮,古城里,1132,3727,1861,1866,427,2878,422,3119,88
