年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-64歲,超過64歲,超過20歲,18-19歲
2014-12,09007010-005,連江縣南竿鄉,仁愛村,113,569,309,260,80,436,53,449,14
2014-12,09007010-001,連江縣南竿鄉,介壽村,488,2367,1318,1049,326,1827,214,1844,72
2014-12,09007010-009,連江縣南竿鄉,四維村,27,175,98,77,13,133,29,150,5
2014-12,09007010-002,連江縣南竿鄉,復興村,229,1367,787,580,194,1043,130,1097,30
2014-12,09007010-006,連江縣南竿鄉,津沙村,72,372,235,137,30,293,49,322,7
2014-12,09007010-004,連江縣南竿鄉,清水村,177,880,513,367,150,685,45,680,23
2014-12,09007010-008,連江縣南竿鄉,珠螺村,28,207,124,83,24,167,16,171,7
2014-12,09007010-003,連江縣南竿鄉,福沃村,176,961,576,385,107,756,98,815,16
2014-12,09007010-007,連江縣南竿鄉,馬祖村,118,598,321,277,83,466,49,484,17
2014-12,09007020-002,連江縣北竿鄉,后沃村,45,186,106,80,20,138,28,159,1
2014-12,09007020-005,連江縣北竿鄉,坂里村,65,322,168,154,38,252,32,267,8
2014-12,09007020-001,連江縣北竿鄉,塘岐村,227,1129,619,510,148,881,100,912,31
2014-12,09007020-003,連江縣北竿鄉,橋仔村,63,360,193,167,39,280,41,298,13
2014-12,09007020-006,連江縣北竿鄉,白沙村,28,137,88,49,23,101,13,108,1
2014-12,09007020-004,連江縣北竿鄉,芹壁村,47,186,101,85,18,143,25,167,0
2014-12,09007030-005,連江縣莒光鄉,大坪村,86,470,255,215,38,365,67,405,8
2014-12,09007030-002,連江縣莒光鄉,田沃村,37,222,142,80,26,175,21,184,5
2014-12,09007030-004,連江縣莒光鄉,福正村,41,224,128,96,17,169,38,201,2
2014-12,09007030-003,連江縣莒光鄉,西坵村,22,73,41,32,9,50,14,61,1
2014-12,09007030-001,連江縣莒光鄉,青帆村,80,435,266,169,44,353,38,385,3
2014-12,09007040-001,連江縣東引鄉,中柳村,143,578,330,248,76,455,47,479,11
2014-12,09007040-002,連江縣東引鄉,樂華村,162,688,435,253,91,560,37,559,18
2014-12,09020010-004,金門縣金城鎮,北門里,1467,4680,2400,2280,607,3565,508,3825,109
2014-12,09020010-003,金門縣金城鎮,南門里,1877,5995,2971,3024,770,4551,674,4880,176
2014-12,09020010-005,金門縣金城鎮,古城里,1136,3801,1899,1902,431,2933,437,3199,78
2014-12,09020010-001,金門縣金城鎮,東門里,1676,5679,2837,2842,739,4357,583,4643,134
2014-12,09020010-007,金門縣金城鎮,珠沙里,898,2917,1503,1414,248,2296,373,2539,68
2014-12,09020010-002,金門縣金城鎮,西門里,3357,11071,5449,5622,1487,8449,1135,8939,301
2014-12,09020010-008,金門縣金城鎮,賢庵里,1378,4673,2399,2274,453,3747,473,3989,110
2014-12,09020010-006,金門縣金城鎮,金水里,654,2117,1097,1020,178,1692,247,1814,66
2014-12,09020020-002,金門縣金沙鎮,三山里,605,1959,981,978,162,1487,310,1688,54
2014-12,09020020-005,金門縣金沙鎮,何斗里,635,2083,1016,1067,223,1587,273,1753,55
2014-12,09020020-004,金門縣金沙鎮,光前里,813,2450,1208,1242,255,1935,260,2042,75
2014-12,09020020-003,金門縣金沙鎮,大洋里,398,1241,624,617,122,943,176,1046,37
2014-12,09020020-007,金門縣金沙鎮,官嶼里,659,2204,1085,1119,185,1677,342,1901,62
2014-12,09020020-001,金門縣金沙鎮,汶沙里,1720,5488,2719,2769,654,4176,658,4585,127
2014-12,09020020-008,金門縣金沙鎮,浦山里,738,2482,1195,1287,292,1874,316,2040,77
2014-12,09020020-006,金門縣金沙鎮,西園里,456,1558,812,746,116,1215,227,1357,50
2014-12,09020030-002,金門縣金湖鎮,山外里,1071,3747,1839,1908,499,2886,362,3064,97
