year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,10353,12171,13490,14911,15058,13585,12323,13250,11570,10427,11365,11806,11570,11276,11249,11366,11509,12030,12846,14297,13445,13227,15262,15096,15310,15288,14976,14935,15363,16339,15592,16197,15687,16001,18110,19637,20738,21917,22448,21637,22007,21034,20253,21067,17847,18376,18047,17694,18331,18632,18439,18251,17510,18160,18566,18501,18698,18250,18115,18448,18268,17982,17247,18363,18200,17093,16748,16530,16169,13912,13457,11247,10073,7752,6774,7568,7219,6854,6390,5889,5375,4584,4229,3689,3463,3250,3107,3024,2903,2646,2296,1978,1625,1338,1044,758,556,489,334,203,442,9872,11298,12906,13815,14086,12957,11538,12461,10693,9559,10519,10800,10843,10371,10013,10242,10616,11104,11867,13205,12432,12343,14432,14369,14463,14324,14698,14642,14812,16222,16289,17610,17193,18379,20766,21956,23123,24755,25522,24577,24891,23697,23156,24387,21164,21193,20310,20666,21503,21806,21580,21359,20402,21069,21490,21302,21949,21355,20789,21438,21492,21129,20515,21404,21035,19454,19551,19644,19241,16979,16071,13394,12232,9237,8338,9650,9241,8918,8636,8376,7604,6963,6265,5794,5430,4638,4202,3967,3345,2953,2592,2258,1823,1482,1135,928,619,509,366,238,427
2020,9551,10350,12168,13487,14909,15056,13584,12322,13249,11569,10426,11364,11804,11568,11274,11246,11362,11505,12025,12840,14290,13438,13220,15253,15087,15301,15278,14966,14925,15351,16325,15577,16180,15668,15980,18084,19606,20702,21874,22399,21584,21947,20972,20187,20992,17778,18299,17965,17609,18236,18530,18331,18138,17395,18033,18429,18355,18540,18087,17944,18262,18077,17780,17041,18125,17945,16834,16472,16232,15849,13609,13135,10952,9782,7505,6536,7275,6910,6534,6065,5560,5046,4278,3923,3400,3163,2942,2788,2687,2551,2299,1972,1679,1357,1097,839,596,426,364,241,0,8876,9869,11296,12904,13813,14084,12956,11537,12460,10692,9558,10518,10799,10842,10370,10012,10240,10614,11102,11865,13202,12429,12340,14429,14365,14459,14320,14694,14637,14807,16216,16282,17602,17184,18369,20753,21942,23107,24737,25502,24556,24868,23673,23130,24358,21137,21163,20278,20631,21463,21762,21533,21309,20351,21013,21428,21237,21877,21280,20710,21351,21397,21027,20407,21282,20901,19315,19396,19472,19050,16791,15871,13206,12042,9074,8173,9436,9012,8673,8370,8082,7305,6658,5956,5476,5095,4320,3877,3624,3023,2636,2281,1956,1551,1235,924,736,476,378,261,0
2021,9072,9548,10348,12166,13485,14907,15054,13583,12321,13248,11568,10425,11363,11802,11565,11271,11242,11358,11500,12019,12834,14283,13431,13212,15244,15078,15291,15268,14956,14914,15338,16309,15561,16161,15648,15957,18055,19571,20662,21826,22344,21526,21882,20904,20115,20911,17704,18216,17878,17517,18136,18421,18218,18019,17273,17900,18284,18200,18374,17916,17763,18071,17874,17567,16820,17871,17673,16556,16175,15911,15504,13283,12790,10635,9471,7242,6283,6964,6587,6202,5726,5219,4710,3968,3615,3106,2864,2640,2477,2361,2216,1975,1674,1402,1113,882,659,457,317,263,0,8431,8873,9867,11294,12902,13811,14083,12955,11536,12459,10691,9557,10517,10798,10841,10369,10010,10238,10612,11100,11863,13199,12426,12337,14425,14361,14455,14316,14689,14632,14801,16209,16274,17593,17174,18358,20740,21927,23090,24717,25480,24533,24843,23647,23102,24327,21107,21130,20244,20593,21420,21715,21483,21256,20297,20952,21362,21167,21800,21199,20626,21256,21294,20917,20290,21147,20752,19162,19226,19279,18839,16582,15648,13001,11830,8895,7992,9202,8765,8406,8076,7764,6985,6330,5629,5138,4745,3986,3542,3275,2698,2320,1976,1664,1293,1006,733,566,353,269,0
2022,8633,9069,9546,10346,12164,13483,14905,15052,13582,12320,13247,11567,10424,11361,11799,11562,11267,11238,11353,11495,12013,12827,14275,13423,13204,15235,15069,15281,15257,14944,14901,15323,16292,15543,16140,15625,15932,18023,19533,20617,21773,22283,21462,21811,20829,20037,20824,17624,18128,17785,17421,18030,18307,18099,17893,17145,17759,18130,18037,18200,17736,17577,17868,17660,17340,16585,17600,17381,16258,15855,15565,15133,12934,12420,10296,9139,6962,6014,6639,6252,5855,5375,4871,4369,3657,3302,2812,2570,2346,2176,2051,1903,1677,1398,1150,895,693,505,340,229,0,8030,8429,8871,9866,11293,12901,13810,14082,12954,11535,12458,10690,9556,10516,10797,10840,10367,10008,10236,10610,11098,11860,13196,12423,12334,14421,14357,14451,14311,14684,14626,14795,16201,16266,17583,17164,18346,20726,21911,23072,24695,25456,24508,24815,23619,23072,24293,21074,21094,20206,20552,21374,21665,21430,21199,20238,20888,21292,21092,21717,21113,20534,21154,21182,20797,20161,20996,20588,18994,19035,19065,18604,16349,15405,12772,11596,8698,7794,8949,8495,8111,7758,7424,6641,5983,5282,4785,4378,3642,3201,2923,2375,2010,1681,1387,1053,798,564,420,252,0
2023,8195,8630,9067,9544,10345,12163,13482,14903,15050,13581,12319,13246,11565,10422,11359,11796,11558,11263,11233,11348,11489,12007,12820,14267,13415,13196,15225,15059,15270,15245,14931,14887,15307,16273,15523,16117,15600,15904,17988,19490,20567,21714,22217,21392,21733,20748,19953,20730,17539,18034,17687,17319,17919,18187,17972,17761,17010,17609,17968,17866,18017,17551,17379,17654,17431,17097,16333,17310,17068,15937,15510,15193,14736,12560,12025,9935,8785,6664,5733,6301,5902,5496,5017,4518,4026,3341,2989,2523,2283,2061,1891,1762,1616,1401,1147,924,703,531,376,245,0,7623,8028,8428,8870,9865,11292,12900,13809,14081,12953,11534,12457,10689,9555,10515,10796,10838,10365,10006,10234,10608,11096,11857,13193,12420,12331,14417,14353,14446,14306,14678,14620,14788,16193,16257,17572,17153,18333,20711,21893,23052,24672,25430,24481,24785,23589,23039,24255,21038,21055,20166,20508,21324,21611,21373,21138,20176,20819,21217,21012,21629,21019,20435,21043,21061,20665,20017,20830,20408,18806,18824,18828,18343,16095,15134,12519,11339,8483,7580,8674,8197,7792,7419,7058,6277,5614,4919,4415,4000,3291,2857,2573,2057,1710,1401,1130,835,614,419,299,0
2024,7804,8192,8628,9065,9543,10344,12162,13481,14902,15049,13580,12318,13244,11563,10420,11356,11792,11553,11258,11228,11342,11483,12001,12813,14259,13407,13188,15215,15048,15258,15232,14917,14871,15289,16252,15501,16092,15573,15873,17949,19442,20511,21650,22145,21315,21649,20661,19863,20630,17448,17935,17583,17212,17802,18060,17839,17621,16867,17452,17798,17686,17829,17354,17171,17426,17187,16837,16064,16998,16731,15590,15139,14794,14310,12160,11603,9550,8409,6353,5441,5949,5540,5130,4654,4164,3678,3025,2682,2242,2006,1791,1624,1496,1350,1149,922,726,539,395,271,0,7259,7621,8027,8427,8869,9864,11291,12899,13808,14080,12952,11533,12456,10688,9554,10514,10794,10836,10363,10004,10232,10606,11093,11854,13190,12417,12328,14413,14348,14441,14300,14672,14613,14780,16184,16247,17561,17141,18319,20694,21874,23031,24647,25402,24452,24753,23556,23003,24214,20999,21013,20122,20460,21271,21554,21311,21073,20109,20746,21136,20926,21533,20918,20328,20923,20927,20518,19858,20648,20206,18597,18590,18563,18058,15812,14835,12242,11058,8250,7347,8370,7875,7451,7053,6671,5890,5229,4538,4034,3615,2937,2515,2229,1750,1425,1141,896,642,456,299,0
2025,7467,7802,8191,8627,9064,9542,10343,12161,13480,14901,15048,13579,12317,13242,11561,10418,11353,11788,11549,11253,11223,11337,11478,11995,12807,14252,13400,13181,15206,15038,15247,15219,14903,14855,15271,16231,15479,16066,15545,15841,17908,19392,20453,21582,22069,21235,21561,20570,19770,20526,17355,17833,17479,17104,17683,17933,17706,17481,16726,17298,17632,17515,17643,17162,16966,17201,16946,16580,15796,16686,16392,15242,14767,14392,13881,11758,11179,9163,8037,6046,5152,5603,5189,4776,4306,3820,3345,2727,2395,1980,1752,1546,1385,1258,1115,930,730,561,405,288,0,6946,7257,7620,8026,8426,8868,9863,11290,12898,13807,14079,12951,11532,12455,10687,9553,10513,10792,10834,10361,10002,10230,10604,11091,11851,13187,12414,12325,14409,14343,14436,14294,14666,14606,14772,16175,16237,17550,17129,18305,20677,21855,23009,24621,25373,24422,24720,23521,22966,24172,20960,20970,20078,20413,21218,21496,21251,21009,20044,20674,21058,20842,21439,20819,20223,20803,20793,20372,19701,20464,20004,18388,18354,18301,17769,15527,14534,11964,10778,8016,7109,8065,7555,7109,6692,6286,5510,4852,4173,3671,3252,2607,2200,1917,1476,1176,918,701,486,332,0
2026,7188,7465,7801,8190,8626,9063,9541,10342,12160,13479,14900,15047,13578,12315,13240,11558,10415,11349,11784,11544,11248,11218,11332,11472,11989,12800,14244,13393,13173,15196,15027,15234,15205,14887,14838,15251,16207,15454,16037,15513,15805,17862,19337,20389,21508,21986,21149,21466,20474,19670,20417,17257,17727,17369,16990,17559,17799,17565,17335,16578,17136,17461,17332,17448,16957,16746,16960,16687,16303,15506,16348,16026,14867,14366,13961,13422,11328,10726,8758,7649,5725,4852,5248,4831,4419,3950,3474,3016,2435,2115,1729,1512,1319,1165,1039,903,737,564,422,295,0,6692,6944,7256,7619,8025,8425,8867,9862,11289,12897,13806,14078,12950,11531,12454,10686,9552,10511,10790,10832,10359,10000,10228,10602,11089,11848,13184,12411,12321,14404,14338,14430,14288,14659,14598,14764,16165,16226,17538,17116,18290,20659,21834,22985,24593,25342,24389,24684,23483,22926,24127,20917,20924,20031,20363,21161,21435,21187,20942,19975,20598,20973,20751,21337,20712,20107,20670,20645,20211,19525,20259,19779,18154,18095,18008,17448,15212,14204,11661,10472,7756,6850,7737,7208,6745,6306,5881,5113,4461,3798,3302,2887,2280,1892,1617,1218,947,718,530,354,0
2027,6953,7186,7464,7800,8189,8625,9062,9540,10341,12159,13478,14899,15045,13576,12313,13237,11555,10412,11345,11779,11539,11243,11213,11326,11466,11983,12793,14236,13385,13164,15185,15015,15220,15189,14870,14819,15229,16181,15426,16004,15477,15765,17811,19277,20319,21428,21897,21056,21366,20371,19565,20301,17155,17616,17253,16871,17428,17657,17418,17182,16423,16970,17279,17140,17239,16738,16511,16701,16408,16004,15192,15983,15632,14463,13936,13500,12931,10869,10251,8335,7243,5392,4544,4886,4470,4054,3592,3132,2693,2150,1847,1493,1290,1109,962,841,715,570,424,307,0,6473,6690,6943,7255,7618,8024,8424,8866,9861,11288,12896,13805,14077,12949,11530,12453,10685,9551,10509,10788,10830,10357,9998,10226,10600,11086,11845,13180,12407,12317,14399,14332,14424,14281,14651,14590,14755,16154,16215,17525,17102,18274,20639,21811,22959,24563,25308,24353,24645,23442,22883,24078,20872,20875,19982,20309,21101,21370,21119,20870,19901,20515,20882,20653,21227,20593,19978,20523,20482,20031,19330,20031,19528,17898,17805,17683,17095,14866,13845,11330,10132,7473,6572,7382,6839,6356,5899,5457,4701,4060,3416,2931,2525,1961,1596,1335,980,741,543,386,0
2028,6683,6951,7185,7463,7799,8188,8624,9061,9539,10340,12158,13477,14897,15043,13574,12310,13233,11551,10408,11340,11774,11534,11238,11208,11320,11460,11977,12786,14228,13376,13154,15172,15001,15204,15171,14851,14798,15204,16152,15395,15967,15437,15720,17755,19211,20243,21341,21801,20957,21258,20263,19454,20181,17047,17499,17132,16745,17289,17509,17264,17021,16264,16793,17088,16935,17016,16503,16259,16422,16107,15680,14852,15590,15207,14030,13475,13007,12408,10388,9756,7893,6821,5050,4231,4521,4101,3687,3238,2796,2378,1878,1594,1274,1085,916,779,666,553,428,309,0,6228,6471,6689,6942,7254,7617,8023,8423,8865,9860,11287,12895,13804,14076,12948,11529,12451,10683,9549,10507,10786,10828,10355,9996,10224,10597,11083,11842,13176,12403,12312,14393,14326,14417,14274,14643,14581,14745,16143,16203,17511,17087,18257,20617,21786,22931,24530,25271,24314,24602,23398,22837,24026,20824,20823,19929,20252,21037,21301,21046,20793,19821,20426,20783,20547,21105,20461,19836,20361,20299,19830,19113,19776,19252,17611,17484,17325,16706,14490,13452,10962,9763,7169,6270,7004,6444,5946,5474,5018,4278,3652,3033,2564,2171,1654,1317,1075,766,561,395,0
