year,male,female,total
2019,136310,149722,286032
2020,136347,149995,286342
2021,136344,150215,286559
2022,136278,150376,286654
2023,136144,150469,286613
2024,135948,150507,286455
2025,135771,150552,286323
2026,135534,150538,286072
2027,135243,150467,285710
2028,134879,150320,285199
2029,134451,150101,284552
2030,133947,149816,283763
2031,133387,149459,282846
2032,132753,149032,281785
2033,132053,148532,280585
2034,131290,147963,279253
2035,130611,147476,278087
2036,129862,146916,276778
2037,129057,146288,275345
2038,128201,145587,273788
2039,127297,144816,272113
2040,126339,143976,270315
2041,125346,143062,268408
2042,124315,142087,266402
2043,123251,141043,264294
2044,122154,139918,262072
2045,121152,138899,260051
2046,120106,137806,257912
2047,119020,136618,255638
2048,117894,135356,253250
2049,116726,134008,250734
2050,115522,132591,248113
2051,114285,131095,245380
2052,113006,129539,242545
2053,111702,127933,239635
2054,110376,126284,236660
2055,109125,124734,233859
2056,107845,123126,230971
2057,106537,121495,228032
2058,105208,119817,225025
2059,103866,118114,221980
2060,102504,116386,218890
2061,101129,114648,215777
2062,99737,112875,212612
2063,98334,111096,209430
2064,96926,109322,206248
2065,95583,107646,203229
