year,male,female,total
2019,21855,20736,42591
2020,21830,20751,42581
2021,21798,20760,42558
2022,21756,20762,42518
2023,21708,20754,42462
2024,21651,20741,42392
2025,21599,20732,42331
2026,21537,20723,42260
2027,21465,20705,42170
2028,21392,20679,42071
2029,21303,20644,41947
2030,21209,20601,41810
2031,21105,20548,41653
2032,20989,20484,41473
2033,20860,20412,41272
2034,20725,20331,41056
2035,20600,20265,40865
2036,20464,20184,40648
2037,20314,20094,40408
2038,20149,19994,40143
2039,19976,19884,39860
2040,19793,19766,39559
2041,19602,19634,39236
2042,19407,19496,38903
2043,19210,19352,38562
2044,19007,19200,38207
2045,18816,19065,37881
2046,18622,18919,37541
2047,18423,18765,37188
2048,18221,18607,36828
2049,18013,18439,36452
2050,17803,18262,36065
2051,17591,18081,35672
2052,17370,17895,35265
2053,17154,17703,34857
2054,16930,17510,34440
2055,16725,17335,34060
2056,16515,17148,33663
2057,16304,16962,33266
2058,16088,16768,32856
2059,15873,16575,32448
2060,15655,16379,32034
2061,15435,16177,31612
2062,15208,15969,31177
2063,14987,15767,30754
2064,14764,15557,30321
2065,14550,15362,29912
