year,age_range,male,female,total
2019,0-4,7262,6597,13859
2019,5-9,8210,7760,15970
2019,10-14,7343,6740,14083
2019,15-19,6092,5528,11620
2019,20-24,5594,5076,10670
2019,25-29,5243,4977,10220
2019,30-34,6095,6268,12363
2019,35-39,9327,10443,19770
2019,40-44,10263,11669,21932
2019,45-49,8793,8748,17541
2019,50-54,6474,6377,12851
2019,55-59,4942,4985,9927
2019,60-64,3723,3848,7571
2019,65-69,2661,3062,5723
2019,70-74,1605,1798,3403
2019,75-79,1287,1528,2815
2019,80-84,809,1006,1815
2019,85-89,411,571,982
2019,90-94,201,217,418
2019,95-99,31,51,82
2019,100+,4,11,15
2020,0-4,6282,5681,11963
2020,5-9,8579,8049,16628
2020,10-14,7393,6899,14292
2020,15-19,6193,5565,11758
2020,20-24,5704,5180,10884
2020,25-29,5223,4947,10170
2020,30-34,5765,5731,11496
2020,35-39,8712,9694,18406
2020,40-44,10375,11983,22358
2020,45-49,9027,9148,18175
2020,50-54,6868,6756,13624
2020,55-59,5230,5290,10520
2020,60-64,3854,3937,7791
2020,65-69,2831,3281,6112
2020,70-74,1758,2034,3792
2020,75-79,1243,1449,2692
2020,80-84,849,1068,1917
2020,85-89,435,608,1043
2020,90-94,203,241,444
2020,95-99,38,59,97
2020,100+,0,0,0
2021,0-4,5308,4877,10185
2021,5-9,8618,8060,16678
2021,10-14,7696,7070,14766
2021,15-19,6357,5727,12084
2021,20-24,5780,5236,11016
2021,25-29,5264,4992,10256
2021,30-34,5542,5454,10996
2021,35-39,7933,8720,16653
2021,40-44,10105,11815,21920
2021,45-49,9582,9858,19440
2021,50-54,7277,7248,14525
2021,55-59,5449,5536,10985
2021,60-64,4056,4091,8147
2021,65-69,2970,3363,6333
2021,70-74,1976,2346,4322
2021,75-79,1180,1433,2613
2021,80-84,926,1123,2049
2021,85-89,432,635,1067
2021,90-94,212,260,472
2021,95-99,50,70,120
2021,100+,0,0,0
2022,0-4,4555,4129,8684
2022,5-9,8211,7641,15852
2022,10-14,8030,7500,15530
2022,15-19,6631,6094,12725
2022,20-24,5831,5157,10988
2022,25-29,5421,5125,10546
2022,30-34,5401,5191,10592
2022,35-39,7113,7689,14802
2022,40-44,10079,11676,21755
2022,45-49,9769,10510,20279
2022,50-54,7767,7708,15475
2022,55-59,5594,5719,11313
2022,60-64,4295,4380,8675
2022,65-69,3088,3461,6549
2022,70-74,2178,2530,4708
2022,75-79,1180,1463,2643
2022,80-84,941,1201,2142
2022,85-89,456,655,1111
2022,90-94,210,279,489
2022,95-99,56,74,130
2022,100+,0,0,0
2023,0-4,3915,3558,7473
2023,5-9,7813,7257,15070
2023,10-14,8156,7625,15781
2023,15-19,6987,6417,13404
2023,20-24,5958,5374,11332
2023,25-29,5464,5101,10565
2023,30-34,5275,4974,10249
2023,35-39,6548,6899,13447
2023,40-44,9712,11190,20902
2023,45-49,9926,11099,21025
2023,50-54,8221,8180,16401
2023,55-59,5839,5949,11788
2023,60-64,4515,4619,9134
2023,65-69,3295,3602,6897
2023,70-74,2273,2741,5014
2023,75-79,1263,1503,2766
2023,80-84,936,1238,2174
2023,85-89,490,702,1192
2023,90-94,207,298,505
2023,95-99,68,80,148
2023,100+,0,0,0
2024,0-4,3439,3196,6635
2024,5-9,7262,6597,13859
2024,10-14,8210,7760,15970
2024,15-19,7335,6740,14075
2024,20-24,6070,5528,11598
2024,25-29,5569,5076,10645
2024,30-34,5218,4973,10191
2024,35-39,6051,6245,12296
2024,40-44,9211,10397,19608
2024,45-49,10066,11593,21659
2024,50-54,8555,8661,17216
2024,55-59,6237,6287,12524
2024,60-64,4701,4882,9583
2024,65-69,3468,3724,7192
2024,70-74,2383,2893,5276
2024,75-79,1347,1631,2978
2024,80-84,963,1277,2240
2024,85-89,517,731,1248
2024,90-94,205,327,532
2024,95-99,71,80,151
2024,100+,0,0,0
2025,0-4,3340,3104,6444
2025,5-9,6282,5681,11963
2025,10-14,8579,8049,16628
2025,15-19,7385,6899,14284
2025,20-24,6170,5565,11735
2025,25-29,5679,5180,10859
2025,30-34,5198,4945,10143
2025,35-39,5724,5708,11432
2025,40-44,8605,9653,18258
2025,45-49,10177,11905,22082
2025,50-54,8782,9058,17840
2025,55-59,6622,6662,13284
2025,60-64,4977,5184,10161
2025,65-69,3595,3814,7409
2025,70-74,2540,3104,5644
2025,75-79,1477,1846,3323
2025,80-84,933,1213,2146
2025,85-89,545,783,1328
2025,90-94,219,352,571
2025,95-99,70,91,161
2025,100+,0,0,0
2026,0-4,3272,3042,6314
2026,5-9,5308,4877,10185
2026,10-14,8618,8060,16678
2026,15-19,7688,7070,14758
2026,20-24,6333,5727,12060
2026,25-29,5755,5236,10991
2026,30-34,5239,4992,10231
2026,35-39,5503,5431,10934
2026,40-44,7836,8683,16519
2026,45-49,9914,11737,21651
2026,50-54,9327,9763,19090
2026,55-59,7018,7149,14167
2026,60-64,5189,5428,10617
2026,65-69,3787,3966,7753
2026,70-74,2672,3189,5861
2026,75-79,1663,2133,3796
2026,80-84,889,1202,2091
2026,85-89,598,825,1423
2026,90-94,218,368,586
2026,95-99,74,100,174
2026,100+,0,0,0
2027,0-4,3236,3009,6245
2027,5-9,4555,4129,8684
2027,10-14,8211,7641,15852
2027,15-19,8024,7500,15524
2027,20-24,6606,6094,12700
2027,25-29,5806,5157,10963
2027,30-34,5396,5125,10521
2027,35-39,5364,5171,10535
2027,40-44,7027,7657,14684
2027,45-49,9890,11600,21490
2027,50-54,9508,10409,19917
2027,55-59,7494,7605,15099
2027,60-64,5331,5610,10941
2027,65-69,4013,4248,8261
2027,70-74,2783,3284,6067
2027,75-79,1836,2303,4139
2027,80-84,891,1233,2124
2027,85-89,609,884,1493
2027,90-94,232,380,612
2027,95-99,73,107,180
2027,100+,0,0,0
2028,0-4,3227,3002,6229
2028,5-9,3915,3558,7473
2028,10-14,7813,7257,15070
2028,15-19,8151,7625,15776
2028,20-24,6962,6417,13379
2028,25-29,5933,5374,11307
2028,30-34,5439,5100,10539
2028,35-39,5240,4956,10196
2028,40-44,6470,6870,13340
2028,45-49,9529,11118,20647
2028,50-54,9663,10993,20656
2028,55-59,7931,8072,16003
2028,60-64,5569,5838,11407
2028,65-69,4222,4482,8704
2028,70-74,2974,3419,6393
2028,75-79,1917,2497,4414
2028,80-84,961,1271,2232
2028,85-89,607,916,1523
2028,90-94,253,411,664
2028,95-99,72,116,188
2028,100+,0,0,0
2029,0-4,3234,3011,6245
2029,5-9,3439,3196,6635
2029,10-14,7262,6597,13859
2029,15-19,8205,7760,15965
2029,20-24,7311,6740,14051
2029,25-29,6045,5528,11573
2029,30-34,5544,5074,10618
2029,35-39,5185,4956,10141
2029,40-44,5979,6218,12197
2029,45-49,9039,10330,19369
2029,50-54,9801,11483,21284
2029,55-59,8257,8548,16805
2029,60-64,5952,6172,12124
2029,65-69,4399,4740,9139
2029,70-74,3130,3538,6668
2029,75-79,2013,2639,4652
2029,80-84,1031,1388,2419
2029,85-89,626,947,1573
2029,90-94,267,431,698
2029,95-99,72,128,200
2029,100+,0,0,0
2030,0-4,3257,3034,6291
2030,5-9,3340,3104,6444
2030,10-14,6282,5681,11963
2030,15-19,8572,8049,16621
2030,20-24,7363,6899,14262
