year,0m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,0f,1f,2f,3f,4f,5f,6f,7f,8f,9f,10f,11f,12f,13f,14f,15f,16f,17f,18f,19f,20f,21f,22f,23f,24f,25f,26f,27f,28f,29f,30f,31f,32f,33f,34f,35f,36f,37f,38f,39f,40f,41f,42f,43f,44f,45f,46f,47f,48f,49f,50f,51f,52f,53f,54f,55f,56f,57f,58f,59f,60f,61f,62f,63f,64f,65f,66f,67f,68f,69f,70f,71f,72f,73f,74f,75f,76f,77f,78f,79f,80f,81f,82f,83f,84f,85f,86f,87f,88f,89f,90f,91f,92f,93f,94f,95f,96f,97f,98f,99f,100f
2019,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,70,54,61,57,55,43,66,52,50,52,54,52,37,42,60,41,39,40,25,33,42,32,32,23,15,19,16,10,12,23,11,11,14,11,13,17,11,5,8,7,6,1,6,1,1,1,1,1,1,3,0,1,0,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,41,36,36,39,41,43,31,40,28,26,17,21,20,18,16,16,24,18,23,17,15,14,13,10,14,6,1,7,1,6,0,0,2,0,0,0,0,0
2020,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,70,54,61,57,55,43,66,52,50,52,53,51,37,42,59,40,38,39,25,32,41,31,31,22,15,18,15,10,11,22,10,10,13,10,12,16,10,5,7,6,5,1,5,1,1,1,1,1,1,2,0,0,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,41,36,36,39,41,43,31,40,28,26,17,21,20,18,16,16,23,17,22,16,14,13,12,9,13,5,1,6,1,5,0,0,2,0,0,0,0
2021,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,70,54,61,57,55,43,65,52,50,52,52,50,37,41,58,39,37,38,25,31,40,30,30,21,15,17,14,10,10,21,9,9,12,9,11,15,9,4,6,5,4,1,4,1,1,1,1,1,1,1,0,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,41,36,36,39,41,43,31,39,28,26,17,21,20,18,16,15,22,16,21,15,13,12,11,8,12,4,1,5,1,4,0,0,2,0,0,0
2022,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,70,54,61,57,55,43,64,52,50,51,51,49,37,40,57,38,36,37,25,30,39,29,29,20,14,16,13,10,9,20,8,8,11,8,10,14,8,4,5,4,3,1,3,1,1,1,1,1,1,0,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,41,36,36,39,41,42,31,38,28,25,17,20,19,17,15,14,21,15,20,14,12,11,10,7,11,4,1,4,1,3,0,0,1,0,0
2023,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,70,54,61,57,55,43,63,52,49,50,50,48,37,39,56,37,35,36,24,29,38,28,28,19,13,15,12,9,8,19,7,7,10,7,9,13,7,4,4,3,3,1,2,1,1,1,1,1,0,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,41,36,36,39,40,41,31,37,27,24,17,19,18,16,14,13,20,14,19,13,11,10,9,6,10,3,1,3,1,2,0,0,1,0
2024,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,70,54,61,57,55,43,62,51,48,49,49,47,36,38,55,36,34,35,23,28,37,27,27,18,12,14,11,8,8,18,6,6,9,6,8,12,6,3,3,3,3,1,2,1,1,1,1,0,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,41,36,36,39,39,40,30,36,26,23,17,18,17,15,13,12,19,13,18,12,10,9,8,5,9,3,1,2,1,2,0,0,0
2025,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,70,54,61,57,55,43,61,51,47,48,48,46,35,37,54,35,33,34,22,27,36,26,26,17,11,13,10,8,7,17,6,6,8,5,7,11,5,3,3,3,2,1,2,1,1,1,0,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,41,36,36,39,38,39,29,35,25,22,17,17,16,14,12,11,18,12,17,11,9,8,7,4,8,3,1,2,1,2,0,0
2026,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,70,54,61,57,55,43,60,50,46,47,47,45,34,36,53,34,32,33,21,26,35,25,25,16,10,12,9,7,7,16,6,5,7,4,6,10,4,3,3,2,2,1,2,1,1,0,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,41,36,36,38,37,38,28,34,24,21,16,16,15,13,11,10,17,11,16,10,8,7,6,3,7,2,1,2,1,1,0
2027,19,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,69,54,60,56,54,43,59,49,45,46,46,44,33,35,52,33,31,32,20,25,34,24,24,15,9,11,8,7,6,15,5,5,6,4,5,9,3,3,2,2,2,1,2,1,0,18,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,41,36,35,37,36,37,27,33,23,20,15,15,14,12,10,9,16,10,15,9,7,6,5,3,6,2,1,2,1,0
2028,20,19,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,68,54,59,55,53,43,58,48,44,45,45,43,32,34,51,32,30,31,19,24,33,23,23,14,8,10,7,6,6,14,5,4,5,3,4,8,3,2,2,2,2,1,1,0,18,18,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,43,40,35,34,36,35,36,26,32,22,19,14,14,13,11,9,8,15,9,13,8,6,5,4,2,5,2,1,1,0
2029,20,20,19,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,67,54,58,54,52,43,57,47,43,44,44,42,31,33,50,31,29,30,18,23,32,22,22,13,7,9,6,6,5,13,4,4,4,3,3,7,2,2,2,2,2,1,0,18,18,18,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,42,39,34,33,35,34,35,25,31,21,18,13,13,12,10,8,7,14,8,12,7,5,4,3,2,4,2,1,0
2030,19,20,20,19,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,66,53,57,53,51,42,56,46,42,43,43,41,30,32,49,30,28,29,17,22,30,21,21,12,7,8,6,5,5,12,4,3,3,3,3,6,2,2,2,2,1,0,18,18,18,18,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,41,38,33,32,34,33,34,24,30,20,17,12,12,11,9,7,6,13,7,10,6,4,3,2,2,3,1,0
2031,19,19,20,20,19,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,65,52,56,52,50,41,55,45,41,42,42,40,29,31,48,29,27,28,16,21,28,20,20,11,6,7,5,5,4,11,3,3,3,3,2,5,2,2,2,1,0,17,18,18,18,18,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,40,37,32,31,33,32,33,23,29,19,16,11,11,10,8,6,5,12,6,9,5,3,2,2,2,2,0
2032,17,19,19,20,20,19,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,52,64,51,55,51,49,40,54,44,40,41,41,39,28,30,46,28,26,27,15,20,26,19,19,10,6,6,5,4,4,10,3,3,3,2,2,4,2,2,1,0,16,17,18,18,18,18,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,30,39,36,31,30,32,31,32,22,28,18,15,10,10,9,7,5,4,10,5,8,4,2,2,2,1,0
2033,16,17,19,19,20,20,19,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,51,63,50,54,50,48,39,53,43,39,40,40,38,27,29,44,27,25,26,14,19,24,18,18,9,5,5,4,4,3,9,3,3,2,2,2,3,2,1,0,15,16,17,18,18,18,18,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,40,37,35,30,29,38,35,30,29,31,30,31,21,27,17,14,9,9,8,6,4,3,9,4,7,3,2,2,1,0
2034,15,16,17,19,19,20,20,19,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,50,62,49,53,49,47,38,52,42,38,39,39,37,26,28,42,26,24,25,13,18,22,17,17,8,5,4,4,3,3,8,3,2,2,2,2,2,1,0,14,15,16,17,18,18,18,18,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,39,36,34,29,28,37,34,29,28,30,29,30,20,25,16,13,8,8,7,5,3,3,8,3,6,2,2,1,0
2035,14,15,16,17,19,19,20,20,19,20,19,19,19,18,18,17,6,10,13,20,17,20,9,12,18,14,12,14,16,19,21,29,30,47,33,44,36,41,48,37,49,39,24,40,39,25,34,33,27,38,26,33,38,32,30,49,41,41,44,59,45,44,49,50,61,48,52,48,46,37,51,41,37,38,38,36,25,27,40,25,23,24,12,17,20,16,16,7,4,4,4,3,3,7,3,2,2,2,2,1,0,14,14,15,16,17,18,18,18,18,18,18,18,17,17,16,15,12,7,11,8,11,15,16,14,14,12,12,16,11,16,15,26,31,20,32,37,26,37,40,43,20,29,35,33,25,31,31,26,26,26,38,24,31,28,29,43,39,44,47,49,39,37,48,38,41,43,45,38,48,45,40,36,33,39,36,33,28,27,36,33,28,27,29,28,29,19,24,15,12,7,7,6,4,3,3,7,2,5,2,2,0
